QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	Fold
A2A_LIGANDS_1088	5.62	5.525	3.0
A2A_LIGANDS_3889	6.07	6.184	3.0
A2A_LIGANDS_3341	6.36	6.814	3.0
A2A_LIGANDS_1302	6.7	7.288	3.0
A2A_LIGANDS_1608	5.82	6.052	3.0
A2A_LIGANDS_3809	5.9	5.358	3.0
A2A_LIGANDS_2751	6.4	6.558	3.0
A2A_LIGANDS_3030	5.7	5.732	3.0
A2A_LIGANDS_383	5.01	7.671	3.0
A2A_LIGANDS_494	6.07	6.452	3.0
A2A_LIGANDS_1820	9.34	9.032	3.0
A2A_LIGANDS_2772	6.81	6.974	3.0
A2A_LIGANDS_1239	7.59	7.037	3.0
A2A_LIGANDS_1229	6.2	6.558	3.0
A2A_LIGANDS_2706	8.0	8.154	3.0
A2A_LIGANDS_836	5.57	5.53	3.0
A2A_LIGANDS_1058	7.6	7.506	3.0
A2A_LIGANDS_3079	6.78	5.996	3.0
A2A_LIGANDS_3979	7.29	7.159	3.0
A2A_LIGANDS_2020	5.76	6.272	3.0
A2A_LIGANDS_575	6.31	7.37	3.0
A2A_LIGANDS_2506	6.72	6.674	3.0
A2A_LIGANDS_1447	7.48	6.566	3.0
A2A_LIGANDS_503	5.89	6.17	3.0
A2A_LIGANDS_939	5.69	6.81	3.0
A2A_LIGANDS_636	6.49	7.045	3.0
A2A_LIGANDS_3846	5.58	5.302	3.0
A2A_LIGANDS_1748	5.84	6.712	3.0
A2A_LIGANDS_311	4.92	5.646	3.0
A2A_LIGANDS_548	9.05	9.276	3.0
A2A_LIGANDS_306	5.67	6.7	3.0
A2A_LIGANDS_2364	7.85	7.662	3.0
A2A_LIGANDS_3783	5.82	5.986	3.0
A2A_LIGANDS_3596	4.6	5.68	3.0
A2A_LIGANDS_4072	8.22	9.006	3.0
A2A_LIGANDS_3799	6.51	7.028	3.0
A2A_LIGANDS_4011	8.52	8.504	3.0
A2A_LIGANDS_3785	8.21	7.71	3.0
A2A_LIGANDS_213	8.37	7.732	3.0
A2A_LIGANDS_778	5.84	5.278	3.0
A2A_LIGANDS_348	5.69	6.399	3.0
A2A_LIGANDS_2757	5.19	6.166	3.0
A2A_LIGANDS_2406	6.2	6.957	3.0
A2A_LIGANDS_1809	5.98	6.258	3.0
A2A_LIGANDS_3676	8.1	7.366	3.0
A2A_LIGANDS_3919	6.55	7.272	3.0
A2A_LIGANDS_886	6.63	7.112	3.0
A2A_LIGANDS_3598	7.18	6.927	3.0
A2A_LIGANDS_4047	6.1	6.362	3.0
A2A_LIGANDS_917	9.7	9.36	3.0
A2A_LIGANDS_2513	6.82	6.666	3.0
A2A_LIGANDS_2084	6.62	6.318	3.0
A2A_LIGANDS_447	5.15	7.244	3.0
A2A_LIGANDS_1690	5.3	6.26	3.0
A2A_LIGANDS_294	7.8	7.416	3.0
A2A_LIGANDS_2129	5.725	6.002	3.0
A2A_LIGANDS_453	6.0	6.724	3.0
A2A_LIGANDS_2717	6.05	6.422	3.0
A2A_LIGANDS_169	5.94	6.87	3.0
A2A_LIGANDS_1355	8.82	8.744	3.0
A2A_LIGANDS_1290	5.95	6.128	3.0
A2A_LIGANDS_1380	7.77	7.736	3.0
A2A_LIGANDS_2	5.65	6.48	3.0
A2A_LIGANDS_1043	5.0	6.214	3.0
A2A_LIGANDS_2483	8.65	6.498	3.0
A2A_LIGANDS_1594	6.71	6.318	3.0
A2A_LIGANDS_2108	5.09	4.954	3.0
A2A_LIGANDS_3851	7.17	7.18	3.0
A2A_LIGANDS_2033	6.25	6.144	3.0
A2A_LIGANDS_1165	6.89	6.478	3.0
A2A_LIGANDS_934	7.2	6.782	3.0
A2A_LIGANDS_334	7.22	7.075	3.0
A2A_LIGANDS_1223	6.3	6.719	3.0
A2A_LIGANDS_3475	8.09	9.046	3.0
A2A_LIGANDS_3313	8.09	8.072	3.0
A2A_LIGANDS_2804	5.12	5.286	3.0
A2A_LIGANDS_3786	9.15	9.141	3.0
A2A_LIGANDS_1708	8.28	7.784	3.0
A2A_LIGANDS_609	6.56	5.618	3.0
A2A_LIGANDS_730	6.24	5.53	3.0
A2A_LIGANDS_3649	7.42	7.834	3.0
A2A_LIGANDS_1401	8.44	7.634	3.0
A2A_LIGANDS_441	6.46	7.128	3.0
A2A_LIGANDS_1304	8.96	7.818	3.0
A2A_LIGANDS_735	7.8	7.42	3.0
A2A_LIGANDS_164	4.71	5.326	3.0
A2A_LIGANDS_2007	8.1	7.756	3.0
A2A_LIGANDS_2209	5.11	5.734	3.0
A2A_LIGANDS_2161	6.05	5.618	3.0
A2A_LIGANDS_428	5.95	6.304	3.0
A2A_LIGANDS_3471	8.8	7.554	3.0
A2A_LIGANDS_3331	6.07	6.301	3.0
A2A_LIGANDS_2203	5.34	6.626	3.0
A2A_LIGANDS_2740	6.4	6.787	3.0
A2A_LIGANDS_2971	6.68	6.64	3.0
A2A_LIGANDS_3502	7.31	6.846	3.0
A2A_LIGANDS_566	6.29	6.122	3.0
A2A_LIGANDS_2868	5.61	5.874	3.0
A2A_LIGANDS_1792	9.74	8.013	3.0
A2A_LIGANDS_984	7.29	6.42	3.0
A2A_LIGANDS_711	8.272	6.918	3.0
A2A_LIGANDS_2962	4.0	6.246	3.0
A2A_LIGANDS_3238	5.96	6.324	3.0
A2A_LIGANDS_516	5.06	4.976	3.0
A2A_LIGANDS_477	6.43	5.686	3.0
A2A_LIGANDS_4006	5.82	6.521	3.0
A2A_LIGANDS_2970	6.52	6.634	3.0
A2A_LIGANDS_2712	6.4	6.614	3.0
A2A_LIGANDS_3921	8.36	8.628	3.0
A2A_LIGANDS_77	6.17	6.31	3.0
A2A_LIGANDS_2560	5.3	5.948	3.0
A2A_LIGANDS_2365	4.72	5.734	3.0
A2A_LIGANDS_1118	8.98	8.389	3.0
A2A_LIGANDS_1943	5.16	6.644	3.0
A2A_LIGANDS_2137	7.445	7.682	3.0
A2A_LIGANDS_2762	7.77	7.42	3.0
A2A_LIGANDS_1464	6.8	6.098	3.0
A2A_LIGANDS_946	6.49	6.332	3.0
A2A_LIGANDS_2551	5.57	5.732	3.0
A2A_LIGANDS_1246	8.885	8.052	3.0
A2A_LIGANDS_919	7.75	6.944	3.0
A2A_LIGANDS_1160	7.64	7.542	3.0
A2A_LIGANDS_2671	9.51	7.84	3.0
A2A_LIGANDS_2472	6.62	6.462	3.0
A2A_LIGANDS_2133	7.22	7.196	3.0
A2A_LIGANDS_3361	7.12	7.014	3.0
A2A_LIGANDS_1026	5.53	7.226	3.0
A2A_LIGANDS_2125	8.92	8.532	3.0
A2A_LIGANDS_2885	8.32	7.802	3.0
A2A_LIGANDS_3078	8.21	7.324	3.0
A2A_LIGANDS_760	6.14	5.812	3.0
A2A_LIGANDS_42	7.34	7.244	3.0
A2A_LIGANDS_1473	6.48	6.988	3.0
A2A_LIGANDS_446	7.46	7.17	3.0
A2A_LIGANDS_3232	7.877	7.67	3.0
A2A_LIGANDS_762	6.96	6.733	3.0
A2A_LIGANDS_388	4.62	5.118	3.0
A2A_LIGANDS_235	6.72	6.026	3.0
A2A_LIGANDS_770	8.64	9.124	3.0
A2A_LIGANDS_2201	8.39	8.79	3.0
A2A_LIGANDS_2048	7.3	6.771	3.0
A2A_LIGANDS_82	5.25	5.732	3.0
A2A_LIGANDS_2756	6.56	6.81	3.0
A2A_LIGANDS_2000	6.23	6.262	3.0
A2A_LIGANDS_3654	6.42	6.572	3.0
A2A_LIGANDS_255	6.53	6.634	3.0
A2A_LIGANDS_1224	6.67	6.935	3.0
A2A_LIGANDS_2723	8.67	6.704	3.0
A2A_LIGANDS_3558	8.05	7.996	3.0
A2A_LIGANDS_1555	7.47	7.371	3.0
A2A_LIGANDS_3567	6.46	6.302	3.0
A2A_LIGANDS_2105	6.75	8.946	3.0
A2A_LIGANDS_933	6.42	6.526	3.0
A2A_LIGANDS_823	6.69	6.926	3.0
A2A_LIGANDS_3197	7.14	7.396	3.0
A2A_LIGANDS_3470	5.06	7.012	3.0
A2A_LIGANDS_3080	4.43	4.506	3.0
A2A_LIGANDS_2635	5.29	5.83	3.0
A2A_LIGANDS_75	9.05	8.932	3.0
A2A_LIGANDS_3386	5.55	5.814	3.0
A2A_LIGANDS_1548	8.82	8.784	3.0
A2A_LIGANDS_2967	5.75	5.574	3.0
A2A_LIGANDS_3068	6.39	6.638	3.0
A2A_LIGANDS_2652	7.96	7.936	3.0
A2A_LIGANDS_89	5.17	6.549	3.0
A2A_LIGANDS_2896	7.535	7.674	3.0
A2A_LIGANDS_753	8.415	8.376	3.0
A2A_LIGANDS_895	5.27	6.022	3.0
A2A_LIGANDS_1015	5.24	5.286	3.0
A2A_LIGANDS_2816	8.18	8.286	3.0
A2A_LIGANDS_3491	8.36	8.238	3.0
A2A_LIGANDS_4065	7.03	8.066	3.0
A2A_LIGANDS_2569	9.21	8.628	3.0
A2A_LIGANDS_1785	6.95	6.618	3.0
A2A_LIGANDS_2388	8.22	8.358	3.0
A2A_LIGANDS_3059	4.75	5.862	3.0
A2A_LIGANDS_3118	5.66	5.597	3.0
A2A_LIGANDS_2908	8.445	7.644	3.0
A2A_LIGANDS_559	5.3	5.578	3.0
A2A_LIGANDS_1012	6.68	6.904	3.0
A2A_LIGANDS_116	9.0	8.622	3.0
A2A_LIGANDS_2774	5.96	6.248	3.0
A2A_LIGANDS_2875	7.36	6.508	3.0
A2A_LIGANDS_524	5.92	5.848	3.0
A2A_LIGANDS_3359	6.58	6.806	3.0
A2A_LIGANDS_569	8.55	8.618	3.0
A2A_LIGANDS_3327	6.8	6.462	3.0
A2A_LIGANDS_301	6.67	6.586	3.0
A2A_LIGANDS_2565	4.92	5.17	3.0
A2A_LIGANDS_1243	6.76	6.654	3.0
A2A_LIGANDS_3673	5.33	5.569	3.0
A2A_LIGANDS_797	5.48	5.538	3.0
A2A_LIGANDS_2848	6.88	6.596	3.0
A2A_LIGANDS_627	7.34	6.638	3.0
A2A_LIGANDS_3062	6.25	7.45	3.0
A2A_LIGANDS_2301	6.77	6.822	3.0
A2A_LIGANDS_2198	5.6	5.41	3.0
A2A_LIGANDS_1843	5.88	6.312	3.0
A2A_LIGANDS_3420	6.31	7.424	3.0
A2A_LIGANDS_1930	6.85	6.723	3.0
A2A_LIGANDS_835	5.9	5.904	3.0
A2A_LIGANDS_1	4.82	5.75	3.0
A2A_LIGANDS_2160	6.74	6.688	3.0
A2A_LIGANDS_3995	4.99	5.449	3.0
A2A_LIGANDS_2489	5.7	6.184	3.0
A2A_LIGANDS_3748	6.96	7.948	3.0
A2A_LIGANDS_1678	6.74	6.3	3.0
A2A_LIGANDS_563	6.48	6.602	3.0
A2A_LIGANDS_2939	7.55	6.666	3.0
A2A_LIGANDS_2842	4.42	6.804	3.0
A2A_LIGANDS_870	5.17	5.796	3.0
A2A_LIGANDS_397	4.83	4.72	3.0
A2A_LIGANDS_2660	7.67	7.585	3.0
A2A_LIGANDS_1152	7.16	7.686	3.0
A2A_LIGANDS_2264	9.3	9.059	3.0
A2A_LIGANDS_1016	9.7	8.378	3.0
A2A_LIGANDS_3417	7.52	6.96	3.0
A2A_LIGANDS_2879	7.96	7.67	3.0
A2A_LIGANDS_3005	7.08	6.636	3.0
A2A_LIGANDS_2047	8.54	7.67	3.0
A2A_LIGANDS_2558	7.82	8.126	3.0
A2A_LIGANDS_2904	4.85	5.462	3.0
A2A_LIGANDS_1685	6.71	7.062	3.0
A2A_LIGANDS_2919	6.96	7.616	3.0
A2A_LIGANDS_1095	5.75	5.912	3.0
A2A_LIGANDS_1130	6.03	5.986	3.0
A2A_LIGANDS_3174	8.48	9.202	3.0
A2A_LIGANDS_1744	5.74	6.902	4.0
A2A_LIGANDS_3382	8.493	7.669	4.0
A2A_LIGANDS_1650	10.14	9.74	4.0
A2A_LIGANDS_2996	8.7	7.702	4.0
A2A_LIGANDS_209	6.31	6.968	4.0
A2A_LIGANDS_3454	8.52	8.639	4.0
A2A_LIGANDS_1176	8.29	7.902	4.0
A2A_LIGANDS_2764	6.13	6.292	4.0
A2A_LIGANDS_578	7.74	7.114	4.0
A2A_LIGANDS_1582	6.81	6.284	4.0
A2A_LIGANDS_1572	5.25	6.278	4.0
A2A_LIGANDS_278	7.69	8.092	4.0
A2A_LIGANDS_1752	5.16	5.796	4.0
A2A_LIGANDS_1448	7.64	7.078	4.0
A2A_LIGANDS_1454	7.05	6.576	4.0
A2A_LIGANDS_3346	8.1	7.558	4.0
A2A_LIGANDS_1055	6.62	6.562	4.0
A2A_LIGANDS_644	8.6	8.32	4.0
A2A_LIGANDS_665	8.21	8.454	4.0
A2A_LIGANDS_2589	5.06	6.042	4.0
A2A_LIGANDS_3239	5.66	7.112	4.0
A2A_LIGANDS_1499	8.06	7.759	4.0
A2A_LIGANDS_3195	6.76	5.754	4.0
A2A_LIGANDS_386	6.46	6.098	4.0
A2A_LIGANDS_2605	6.98	6.604	4.0
A2A_LIGANDS_2078	7.18	6.17	4.0
A2A_LIGANDS_3102	8.14	7.96	4.0
A2A_LIGANDS_1237	4.83	4.492	4.0
A2A_LIGANDS_176	6.81	6.646	4.0
A2A_LIGANDS_572	8.17	8.388	4.0
A2A_LIGANDS_2907	6.88	7.009	4.0
A2A_LIGANDS_3165	6.54	6.99	4.0
A2A_LIGANDS_1105	5.72	5.938	4.0
A2A_LIGANDS_1263	6.66	6.808	4.0
A2A_LIGANDS_141	8.05	7.8	4.0
A2A_LIGANDS_198	5.62	6.83	4.0
A2A_LIGANDS_1517	7.74	7.34	4.0
A2A_LIGANDS_3678	7.34	6.934	4.0
A2A_LIGANDS_3423	6.38	5.724	4.0
A2A_LIGANDS_3217	8.66	8.084	4.0
A2A_LIGANDS_2663	6.0	6.532	4.0
A2A_LIGANDS_3682	6.74	6.546	4.0
A2A_LIGANDS_3083	6.05	5.79	4.0
A2A_LIGANDS_1268	4.47	5.178	4.0
A2A_LIGANDS_1556	4.79	5.174	4.0
A2A_LIGANDS_226	7.55	7.97	4.0
A2A_LIGANDS_1539	9.0	8.904	4.0
A2A_LIGANDS_1320	6.41	6.598	4.0
A2A_LIGANDS_2477	6.48	6.218	4.0
A2A_LIGANDS_1356	7.565	6.695	4.0
A2A_LIGANDS_3888	6.28	5.984	4.0
A2A_LIGANDS_3542	8.735	8.996	4.0
A2A_LIGANDS_887	6.25	6.386	4.0
A2A_LIGANDS_413	5.6	6.058	4.0
A2A_LIGANDS_2185	6.74	6.99	4.0
A2A_LIGANDS_521	6.65	6.866	4.0
A2A_LIGANDS_168	6.82	7.288	4.0
A2A_LIGANDS_462	7.35	7.853	4.0
A2A_LIGANDS_435	7.96	7.648	4.0
A2A_LIGANDS_407	7.47	6.693	4.0
A2A_LIGANDS_86	7.66	7.76	4.0
A2A_LIGANDS_2238	6.39	6.559	4.0
A2A_LIGANDS_1839	7.453	7.58	4.0
A2A_LIGANDS_1586	7.94	7.384	4.0
A2A_LIGANDS_3982	5.43	5.518	4.0
A2A_LIGANDS_421	6.85	7.136	4.0
A2A_LIGANDS_1835	4.88	5.878	4.0
A2A_LIGANDS_3337	7.16	7.278	4.0
A2A_LIGANDS_3187	5.31	6.412	4.0
A2A_LIGANDS_91	7.89	7.865	4.0
A2A_LIGANDS_3111	7.58	7.144	4.0
A2A_LIGANDS_2881	8.36	8.255	4.0
A2A_LIGANDS_2936	8.04	7.634	4.0
A2A_LIGANDS_2913	5.26	7.324	4.0
A2A_LIGANDS_2586	8.3	8.14	4.0
A2A_LIGANDS_1339	6.83	7.854	4.0
A2A_LIGANDS_3713	6.17	7.482	4.0
A2A_LIGANDS_1728	6.14	5.717	4.0
A2A_LIGANDS_2954	6.37	7.588	4.0
A2A_LIGANDS_617	6.74	7.682	4.0
A2A_LIGANDS_3988	8.27	8.196	4.0
A2A_LIGANDS_2216	6.0	6.724	4.0
A2A_LIGANDS_2554	6.25	6.202	4.0
A2A_LIGANDS_2657	5.75	5.596	4.0
A2A_LIGANDS_2227	5.82	6.222	4.0
A2A_LIGANDS_620	8.625	7.884	4.0
A2A_LIGANDS_287	7.6	6.706	4.0
A2A_LIGANDS_2132	7.21	6.896	4.0
A2A_LIGANDS_3101	4.8	6.28	4.0
A2A_LIGANDS_1577	7.074	6.638	4.0
A2A_LIGANDS_3426	8.1	7.74	4.0
A2A_LIGANDS_2370	7.463	7.546	4.0
A2A_LIGANDS_440	7.06	7.154	4.0
A2A_LIGANDS_1455	5.04	6.336	4.0
A2A_LIGANDS_1584	5.6	7.24	4.0
A2A_LIGANDS_2429	5.2	6.946	4.0
A2A_LIGANDS_49	7.85	8.016	4.0
A2A_LIGANDS_2171	8.24	7.533	4.0
A2A_LIGANDS_3883	6.54	6.572	4.0
A2A_LIGANDS_2564	7.37	8.001	4.0
A2A_LIGANDS_2172	6.23	6.908	4.0
A2A_LIGANDS_4034	6.28	6.658	4.0
A2A_LIGANDS_3431	6.29	6.864	4.0
A2A_LIGANDS_1323	7.24	7.148	4.0
A2A_LIGANDS_664	9.016	8.95	4.0
A2A_LIGANDS_1244	7.64	8.116	4.0
A2A_LIGANDS_604	9.1	8.562	4.0
A2A_LIGANDS_2493	7.33	7.325	4.0
A2A_LIGANDS_2529	5.74	5.608	4.0
A2A_LIGANDS_3899	7.54	7.49	4.0
A2A_LIGANDS_3399	6.34	6.622	4.0
A2A_LIGANDS_426	7.96	6.82	4.0
A2A_LIGANDS_2924	8.89	9.182	4.0
A2A_LIGANDS_2178	7.5	6.854	4.0
A2A_LIGANDS_1742	5.3	5.21	4.0
A2A_LIGANDS_2561	6.8	7.566	4.0
A2A_LIGANDS_2008	7.96	8.024	4.0
A2A_LIGANDS_2181	6.58	7.082	4.0
A2A_LIGANDS_2802	6.92	6.68	4.0
A2A_LIGANDS_2369	7.62	7.43	4.0
A2A_LIGANDS_1737	6.26	6.038	4.0
A2A_LIGANDS_3938	6.45	6.548	4.0
A2A_LIGANDS_2655	4.57	5.096	4.0
A2A_LIGANDS_514	4.89	5.306	4.0
A2A_LIGANDS_409	7.79	7.97	4.0
A2A_LIGANDS_2509	8.02	7.768	4.0
A2A_LIGANDS_552	7.388	7.118	4.0
A2A_LIGANDS_1576	10.0	6.746	4.0
A2A_LIGANDS_71	6.71	7.224	4.0
A2A_LIGANDS_1259	6.49	6.862	4.0
A2A_LIGANDS_1963	5.79	7.144	4.0
A2A_LIGANDS_2803	7.42	6.688	4.0
A2A_LIGANDS_1098	7.7	6.746	4.0
A2A_LIGANDS_737	5.47	6.459	4.0
A2A_LIGANDS_2647	9.52	8.914	4.0
A2A_LIGANDS_906	8.34	7.956	4.0
A2A_LIGANDS_3752	5.79	5.328	4.0
A2A_LIGANDS_3527	6.31	6.536	4.0
A2A_LIGANDS_988	6.89	6.304	4.0
A2A_LIGANDS_1054	7.49	7.164	4.0
A2A_LIGANDS_2753	7.61	7.928	4.0
A2A_LIGANDS_3193	5.7	5.718	4.0
A2A_LIGANDS_1418	6.6	6.774	4.0
A2A_LIGANDS_2867	5.39	5.454	4.0
A2A_LIGANDS_1596	8.7	8.568	4.0
A2A_LIGANDS_53	6.49	6.516	4.0
A2A_LIGANDS_824	5.61	7.202	4.0
A2A_LIGANDS_2526	5.26	7.176	4.0
A2A_LIGANDS_398	5.89	6.4	4.0
A2A_LIGANDS_704	7.88	7.266	4.0
A2A_LIGANDS_292	7.58	7.849	4.0
A2A_LIGANDS_2778	6.19	6.412	4.0
A2A_LIGANDS_2465	7.35	6.328	4.0
A2A_LIGANDS_265	5.13	4.946	4.0
A2A_LIGANDS_244	6.99	6.822	4.0
A2A_LIGANDS_738	6.97	7.692	4.0
A2A_LIGANDS_1131	7.155	8.63	4.0
A2A_LIGANDS_1182	7.6	6.926	4.0
A2A_LIGANDS_1466	5.92	6.428	4.0
A2A_LIGANDS_826	7.97	8.116	4.0
A2A_LIGANDS_1039	7.8	7.722	4.0
A2A_LIGANDS_1524	6.1	6.692	4.0
A2A_LIGANDS_2899	8.05	8.44	4.0
A2A_LIGANDS_3000	7.95	7.619	4.0
A2A_LIGANDS_97	6.97	7.58	4.0
A2A_LIGANDS_2058	7.59	6.604	4.0
A2A_LIGANDS_148	7.55	7.496	4.0
A2A_LIGANDS_454	6.15	6.692	4.0
A2A_LIGANDS_3201	6.04	6.07	4.0
A2A_LIGANDS_1379	6.14	6.91	4.0
A2A_LIGANDS_2175	6.06	5.924	4.0
A2A_LIGANDS_2920	6.61	5.995	4.0
A2A_LIGANDS_2573	6.43	7.833	4.0
A2A_LIGANDS_3637	7.92	7.518	4.0
A2A_LIGANDS_1939	6.48	6.737	4.0
A2A_LIGANDS_909	7.55	7.034	4.0
A2A_LIGANDS_2490	6.36	7.545	4.0
A2A_LIGANDS_1858	5.97	6.658	4.0
A2A_LIGANDS_312	7.73	8.274	4.0
A2A_LIGANDS_777	6.96	6.532	4.0
A2A_LIGANDS_2262	6.63	7.074	4.0
A2A_LIGANDS_341	6.88	5.306	4.0
A2A_LIGANDS_3164	8.24	6.876	4.0
A2A_LIGANDS_3832	7.06	6.992	4.0
A2A_LIGANDS_3440	5.5	5.616	4.0
A2A_LIGANDS_4042	7.29	6.704	4.0
A2A_LIGANDS_2865	7.26	9.194	4.0
A2A_LIGANDS_936	5.58	6.976	4.0
A2A_LIGANDS_1854	7.23	7.022	4.0
A2A_LIGANDS_2467	7.67	7.266	4.0
A2A_LIGANDS_3135	5.68	6.176	4.0
A2A_LIGANDS_2116	6.49	6.7	4.0
A2A_LIGANDS_793	7.5	7.218	4.0
A2A_LIGANDS_2263	5.62	6.026	4.0
A2A_LIGANDS_1248	8.1	8.502	4.0
A2A_LIGANDS_2052	4.75	4.86	4.0
A2A_LIGANDS_1372	7.83	7.312	4.0
A2A_LIGANDS_2219	6.51	6.444	4.0
A2A_LIGANDS_1673	7.8	8.44	4.0
A2A_LIGANDS_1942	5.28	5.712	4.0
A2A_LIGANDS_2026	8.55	8.313	4.0
A2A_LIGANDS_1433	6.96	6.91	4.0
A2A_LIGANDS_242	6.11	7.833	4.0
A2A_LIGANDS_1989	6.05	6.858	4.0
A2A_LIGANDS_3176	5.7	6.8	4.0
A2A_LIGANDS_1975	6.73	6.892	4.0
A2A_LIGANDS_232	6.8	6.55	4.0
A2A_LIGANDS_2192	7.44	6.958	4.0
A2A_LIGANDS_484	6.97	7.052	4.0
A2A_LIGANDS_3377	8.69	8.052	4.0
A2A_LIGANDS_918	5.19	5.6	4.0
A2A_LIGANDS_1030	6.82	7.128	4.0
A2A_LIGANDS_624	7.89	8.4	4.0
A2A_LIGANDS_47	5.17	5.335	4.0
A2A_LIGANDS_2261	7.02	6.746	4.0
A2A_LIGANDS_3227	6.37	6.666	4.0
A2A_LIGANDS_1836	6.4	5.974	4.0
A2A_LIGANDS_1101	6.45	6.322	4.0
A2A_LIGANDS_899	6.25	6.154	4.0
A2A_LIGANDS_1935	6.7	6.289	4.0
A2A_LIGANDS_2895	6.49	5.992	4.0
A2A_LIGANDS_68	7.48	8.181	4.0
A2A_LIGANDS_3218	6.72	6.91	4.0
A2A_LIGANDS_796	4.69	4.576	4.0
A2A_LIGANDS_541	6.85	7.849	4.0
A2A_LIGANDS_2785	8.89	8.008	4.0
A2A_LIGANDS_2448	6.97	7.122	4.0
A2A_LIGANDS_1574	8.0	8.092	4.0
A2A_LIGANDS_3487	7.25	7.278	4.0
A2A_LIGANDS_3550	7.31	6.756	4.0
A2A_LIGANDS_404	7.79	8.04	4.0
A2A_LIGANDS_1633	6.343	6.129	4.0
A2A_LIGANDS_2874	5.84	5.848	4.0
A2A_LIGANDS_1262	7.09	7.85	4.0
A2A_LIGANDS_739	4.96	6.293	4.0
A2A_LIGANDS_40	7.23	8.788	4.0
A2A_LIGANDS_1353	4.57	5.354	4.0
A2A_LIGANDS_1035	6.32	6.321	4.0
A2A_LIGANDS_3018	6.57	7.788	4.0
A2A_LIGANDS_470	5.13	6.096	4.0
A2A_LIGANDS_1256	5.54	5.474	4.0
A2A_LIGANDS_3511	7.357	6.919	4.0
A2A_LIGANDS_1252	6.92	6.488	4.0
A2A_LIGANDS_3779	7.36	6.093	4.0
A2A_LIGANDS_2933	4.26	4.796	4.0
A2A_LIGANDS_814	6.92	6.838	4.0
A2A_LIGANDS_2719	6.79	6.62	4.0
A2A_LIGANDS_928	6.39	7.321	4.0
A2A_LIGANDS_3072	8.54	7.756	4.0
A2A_LIGANDS_4017	7.13	7.45	4.0
A2A_LIGANDS_1827	5.85	6.468	4.0
A2A_LIGANDS_1856	7.82	8.049	4.0
A2A_LIGANDS_2681	5.48	6.336	4.0
A2A_LIGANDS_3894	8.47	8.164	4.0
A2A_LIGANDS_1197	6.68	6.814	4.0
A2A_LIGANDS_4070	6.18	5.94	4.0
A2A_LIGANDS_717	6.729	6.056	4.0
A2A_LIGANDS_595	7.8	7.322	4.0
A2A_LIGANDS_36	6.26	6.72	4.0
A2A_LIGANDS_3069	6.91	6.356	4.0
A2A_LIGANDS_3017	8.22	8.732	4.0
A2A_LIGANDS_3324	6.24	7.008	4.0
A2A_LIGANDS_496	7.29	6.922	4.0
A2A_LIGANDS_3294	5.94	6.01	4.0
A2A_LIGANDS_1212	8.22	7.98	4.0
A2A_LIGANDS_3751	5.82	6.98	4.0
A2A_LIGANDS_3986	9.3	8.714	4.0
A2A_LIGANDS_369	8.1	7.152	4.0
A2A_LIGANDS_268	6.855	6.638	4.0
A2A_LIGANDS_4075	7.81	6.705	4.0
A2A_LIGANDS_773	7.39	7.31	4.0
A2A_LIGANDS_1126	8.02	8.356	4.0
A2A_LIGANDS_4	5.2	6.598	4.0
A2A_LIGANDS_920	6.83	6.604	4.0
A2A_LIGANDS_2901	5.92	5.88	4.0
A2A_LIGANDS_2733	6.41	6.81	4.0
A2A_LIGANDS_3909	9.15	8.818	4.0
A2A_LIGANDS_3758	5.57	5.778	4.0
A2A_LIGANDS_3965	6.67	7.168	4.0
A2A_LIGANDS_3587	5.78	6.123	4.0
A2A_LIGANDS_959	6.61	6.504	4.0
A2A_LIGANDS_2331	7.21	7.106	4.0
A2A_LIGANDS_3354	8.64	8.23	4.0
A2A_LIGANDS_469	8.4	7.188	4.0
A2A_LIGANDS_1158	9.11	9.198	4.0
A2A_LIGANDS_3972	6.61	7.608	4.0
A2A_LIGANDS_1919	6.51	6.62	4.0
A2A_LIGANDS_3183	5.6	6.76	4.0
A2A_LIGANDS_1443	6.05	6.91	4.0
A2A_LIGANDS_3817	6.22	6.231	4.0
A2A_LIGANDS_3369	7.85	7.102	4.0
A2A_LIGANDS_1438	7.38	6.662	4.0
A2A_LIGANDS_2976	7.29	6.546	4.0
A2A_LIGANDS_488	6.83	6.828	4.0
A2A_LIGANDS_2911	9.89	8.7	4.0
A2A_LIGANDS_3994	5.43	5.362	4.0
A2A_LIGANDS_608	7.74	7.372	4.0
A2A_LIGANDS_3510	7.28	6.842	4.0
A2A_LIGANDS_2294	6.83	7.32	4.0
A2A_LIGANDS_1733	5.9	6.344	4.0
A2A_LIGANDS_1661	8.45	6.668	4.0
A2A_LIGANDS_854	6.89	7.596	4.0
A2A_LIGANDS_3581	6.92	8.92	4.0
A2A_LIGANDS_3881	6.45	6.792	4.0
A2A_LIGANDS_3976	6.99	6.322	4.0
A2A_LIGANDS_2693	7.55	7.684	4.0
A2A_LIGANDS_1597	6.52	7.278	4.0
A2A_LIGANDS_2604	7.03	6.608	4.0
A2A_LIGANDS_1028	6.08	7.064	4.0
A2A_LIGANDS_2690	8.8	8.773	4.0
A2A_LIGANDS_378	7.8	7.62	4.0
A2A_LIGANDS_3910	7.68	6.796	4.0
A2A_LIGANDS_3820	8.8	7.806	4.0
A2A_LIGANDS_3893	6.75	6.814	4.0
A2A_LIGANDS_1129	8.46	7.556	4.0
