QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
QSPRID_0986	True	0	0.553	0.447	0.0
QSPRID_0986	True	1	0.461	0.539	1.0
QSPRID_0987	True	0	0.658	0.342	1.0
QSPRID_0987	True	0	0.618	0.382	0.0
QSPRID_0988	True	1	0.211	0.789	0.0
QSPRID_0989	False	0	0.513	0.487	0.0
QSPRID_0989	False	0	0.921	0.079	1.0
QSPRID_0991	True	1	0.105	0.895	1.0
QSPRID_0991	True	1	0.197	0.803	0.0
QSPRID_0992	False	1	0.421	0.579	0.0
QSPRID_0992	False	0	0.579	0.421	1.0
QSPRID_0993	True	0	0.632	0.368	1.0
QSPRID_0993	True	1	0.289	0.711	0.0
QSPRID_0994	False	0	0.842	0.158	0.0
QSPRID_0995	True	1	0.382	0.618	0.0
QSPRID_0996	True	1	0.237	0.763	0.0
QSPRID_0997	True	1	0.329	0.671	0.0
QSPRID_0997	True	1	0.368	0.632	1.0
QSPRID_0998	False	1	0.237	0.763	1.0
QSPRID_0998	False	1	0.461	0.539	0.0
QSPRID_1000	False	1	0.395	0.605	0.0
QSPRID_1002	False	0	0.684	0.316	0.0
QSPRID_1004	False	0	0.526	0.474	0.0
QSPRID_1005	True	1	0.355	0.645	0.0
QSPRID_1007	False	0	0.5	0.5	0.0
QSPRID_1008	False	1	0.447	0.553	0.0
QSPRID_1009	False	1	0.342	0.658	0.0
QSPRID_1010	True	1	0.461	0.539	0.0
QSPRID_1010	True	1	0.461	0.539	1.0
QSPRID_1011	False	0	0.658	0.342	0.0
QSPRID_1011	False	1	0.474	0.526	1.0
QSPRID_1012	True	1	0.276	0.724	0.0
QSPRID_1013	False	0	0.539	0.461	1.0
QSPRID_1013	False	1	0.355	0.645	0.0
QSPRID_1014	True	1	0.316	0.684	0.0
QSPRID_1015	False	0	0.868	0.132	0.0
QSPRID_1016	True	0	0.737	0.263	1.0
QSPRID_1016	True	1	0.316	0.684	0.0
QSPRID_1017	False	0	0.592	0.408	1.0
QSPRID_1017	False	0	0.829	0.171	0.0
QSPRID_1019	True	1	0.263	0.737	0.0
QSPRID_1019	True	0	0.513	0.487	1.0
QSPRID_1020	True	1	0.474	0.526	1.0
QSPRID_1020	True	1	0.487	0.513	0.0
QSPRID_1021	True	1	0.276	0.724	0.0
QSPRID_1022	False	1	0.329	0.671	0.0
QSPRID_1024	False	1	0.342	0.658	0.0
QSPRID_1025	False	0	0.724	0.276	0.0
QSPRID_1025	False	0	0.671	0.329	1.0
QSPRID_1026	False	1	0.132	0.868	1.0
QSPRID_1026	False	1	0.224	0.776	0.0
QSPRID_1028	False	1	0.118	0.882	1.0
QSPRID_1028	False	1	0.197	0.803	0.0
QSPRID_1030	True	1	0.395	0.605	0.0
QSPRID_1031	False	1	0.237	0.763	0.0
QSPRID_1031	False	1	0.382	0.618	1.0
QSPRID_1033	False	1	0.474	0.526	1.0
QSPRID_1033	False	1	0.447	0.553	0.0
QSPRID_1035	False	0	0.553	0.447	0.0
QSPRID_1036	True	1	0.342	0.658	0.0
QSPRID_1037	True	1	0.289	0.711	0.0
QSPRID_1037	True	1	0.263	0.737	1.0
QSPRID_1038	False	1	0.066	0.934	0.0
QSPRID_1038	False	1	0.092	0.908	1.0
QSPRID_1039	True	0	0.566	0.434	1.0
QSPRID_1039	True	1	0.461	0.539	0.0
QSPRID_1040	True	1	0.355	0.645	0.0
QSPRID_1040	True	1	0.382	0.618	1.0
QSPRID_1043	False	1	0.395	0.605	0.0
QSPRID_1044	False	0	0.579	0.421	0.0
QSPRID_1045	True	0	0.763	0.237	0.0
QSPRID_1046	True	1	0.342	0.658	0.0
QSPRID_1048	False	1	0.461	0.539	0.0
QSPRID_1049	False	1	0.303	0.697	0.0
QSPRID_1050	True	1	0.145	0.855	0.0
QSPRID_1051	True	1	0.197	0.803	1.0
QSPRID_1051	True	1	0.355	0.645	0.0
QSPRID_1053	True	0	0.724	0.276	0.0
QSPRID_1054	True	1	0.276	0.724	0.0
QSPRID_1055	True	1	0.289	0.711	0.0
QSPRID_1057	False	1	0.316	0.684	0.0
QSPRID_1058	True	1	0.368	0.632	0.0
QSPRID_1059	True	0	0.513	0.487	0.0
QSPRID_1060	True	1	0.224	0.776	1.0
QSPRID_1060	True	1	0.395	0.605	0.0
QSPRID_1062	True	1	0.342	0.658	0.0
QSPRID_1063	False	0	0.829	0.171	0.0
QSPRID_1065	True	0	0.671	0.329	1.0
QSPRID_1065	True	1	0.289	0.711	0.0
QSPRID_1066	False	1	0.382	0.618	0.0
QSPRID_1067	False	1	0.145	0.855	0.0
QSPRID_1069	True	1	0.355	0.645	0.0
QSPRID_1070	False	1	0.329	0.671	1.0
QSPRID_1070	False	1	0.368	0.632	0.0
QSPRID_1072	True	1	0.145	0.855	0.0
QSPRID_1075	True	0	0.566	0.434	1.0
QSPRID_1075	True	0	0.513	0.487	0.0
QSPRID_1076	True	1	0.197	0.803	0.0
QSPRID_1077	False	1	0.329	0.671	0.0
QSPRID_1077	False	0	0.579	0.421	1.0
QSPRID_1078	False	0	0.5	0.5	1.0
QSPRID_1078	False	1	0.303	0.697	0.0
QSPRID_1079	True	1	0.342	0.658	0.0
QSPRID_1079	True	1	0.355	0.645	1.0
QSPRID_1080	True	1	0.368	0.632	0.0
QSPRID_1081	False	0	0.592	0.408	0.0
QSPRID_1082	False	1	0.303	0.697	0.0
QSPRID_1083	True	1	0.408	0.592	1.0
QSPRID_1083	True	1	0.474	0.526	0.0
QSPRID_1084	True	1	0.474	0.526	0.0
QSPRID_1085	True	0	0.539	0.461	0.0
QSPRID_1086	False	0	0.737	0.263	0.0
QSPRID_1086	False	0	1.0	0.0	1.0
QSPRID_1087	True	1	0.237	0.763	0.0
QSPRID_1088	False	0	0.526	0.474	0.0
QSPRID_1088	False	0	0.908	0.092	1.0
QSPRID_1090	True	1	0.184	0.816	1.0
QSPRID_1090	True	0	0.539	0.461	0.0
QSPRID_1092	True	1	0.368	0.632	0.0
QSPRID_1093	False	1	0.289	0.711	0.0
QSPRID_1095	False	1	0.461	0.539	0.0
QSPRID_1096	True	1	0.053	0.947	0.0
QSPRID_1097	True	1	0.355	0.645	1.0
QSPRID_1097	True	0	0.553	0.447	0.0
QSPRID_1098	True	0	0.513	0.487	0.0
QSPRID_1100	True	1	0.158	0.842	0.0
QSPRID_1101	False	1	0.342	0.658	0.0
QSPRID_1102	True	0	0.579	0.421	0.0
QSPRID_1103	True	0	0.908	0.092	1.0
QSPRID_1103	True	0	0.645	0.355	0.0
QSPRID_1105	False	1	0.408	0.592	0.0
QSPRID_1106	True	1	0.237	0.763	0.0
QSPRID_1107	True	1	0.276	0.724	0.0
QSPRID_1108	False	1	0.079	0.921	0.0
QSPRID_1109	True	1	0.263	0.737	0.0
QSPRID_1109	True	1	0.132	0.868	1.0
QSPRID_1111	False	1	0.474	0.526	0.0
QSPRID_1112	True	1	0.316	0.684	0.0
QSPRID_1115	False	1	0.368	0.632	0.0
QSPRID_1115	False	0	0.816	0.184	1.0
QSPRID_1117	True	1	0.132	0.868	1.0
QSPRID_1117	True	1	0.303	0.697	0.0
QSPRID_1118	True	1	0.237	0.763	0.0
QSPRID_1119	True	1	0.158	0.842	1.0
QSPRID_1119	True	1	0.224	0.776	0.0
QSPRID_1120	True	0	0.632	0.368	1.0
QSPRID_1120	True	0	0.5	0.5	0.0
QSPRID_1121	True	0	0.526	0.474	1.0
QSPRID_1121	True	1	0.316	0.684	0.0
QSPRID_1122	False	1	0.355	0.645	0.0
QSPRID_1123	False	1	0.434	0.566	0.0
QSPRID_1123	False	1	0.263	0.737	1.0
QSPRID_1124	False	0	0.618	0.382	0.0
QSPRID_1125	True	1	0.382	0.618	0.0
QSPRID_1125	True	0	0.566	0.434	1.0
QSPRID_1126	True	1	0.276	0.724	0.0
QSPRID_1127	True	1	0.105	0.895	1.0
QSPRID_1127	True	1	0.316	0.684	0.0
QSPRID_1129	True	1	0.211	0.789	1.0
QSPRID_1129	True	1	0.421	0.579	0.0
QSPRID_1130	False	1	0.355	0.645	0.0
QSPRID_1131	True	0	0.618	0.382	0.0
QSPRID_1132	False	0	0.868	0.132	1.0
QSPRID_1132	False	1	0.447	0.553	0.0
QSPRID_1133	True	1	0.184	0.816	0.0
QSPRID_1134	False	1	0.342	0.658	0.0
QSPRID_1136	True	1	0.276	0.724	0.0
QSPRID_1137	False	0	0.724	0.276	1.0
QSPRID_1137	False	1	0.355	0.645	0.0
QSPRID_1139	True	1	0.289	0.711	1.0
QSPRID_1139	True	1	0.368	0.632	0.0
QSPRID_1140	False	0	0.987	0.013	0.0
QSPRID_1141	True	1	0.145	0.855	0.0
QSPRID_1141	True	1	0.447	0.553	1.0
QSPRID_1142	True	1	0.092	0.908	1.0
QSPRID_1142	True	1	0.342	0.658	0.0
QSPRID_1143	False	0	0.684	0.316	1.0
QSPRID_1143	False	0	0.553	0.447	0.0
QSPRID_1144	False	1	0.289	0.711	0.0
QSPRID_1145	True	1	0.329	0.671	0.0
QSPRID_1147	True	1	0.289	0.711	0.0
QSPRID_1148	True	1	0.25	0.75	0.0
QSPRID_1150	True	1	0.171	0.829	0.0
QSPRID_1151	True	1	0.421	0.579	0.0
QSPRID_1152	True	1	0.382	0.618	0.0
QSPRID_1153	False	0	0.592	0.408	0.0
QSPRID_1153	False	0	0.921	0.079	1.0
QSPRID_1154	False	1	0.197	0.803	1.0
QSPRID_1154	False	1	0.329	0.671	0.0
QSPRID_1156	False	1	0.421	0.579	0.0
QSPRID_1156	False	1	0.434	0.566	1.0
QSPRID_1158	True	1	0.118	0.882	1.0
QSPRID_1158	True	1	0.224	0.776	0.0
QSPRID_1160	True	1	0.329	0.671	0.0
QSPRID_1162	True	1	0.289	0.711	0.0
QSPRID_1162	True	1	0.079	0.921	1.0
QSPRID_1165	True	1	0.487	0.513	1.0
QSPRID_1165	True	0	0.645	0.355	0.0
QSPRID_1166	True	1	0.184	0.816	0.0
QSPRID_1166	True	1	0.026	0.974	1.0
QSPRID_1167	False	1	0.447	0.553	0.0
QSPRID_1167	False	1	0.355	0.645	1.0
QSPRID_1168	True	0	0.671	0.329	0.0
QSPRID_1169	False	1	0.342	0.658	1.0
QSPRID_1169	False	1	0.329	0.671	0.0
QSPRID_1170	True	1	0.395	0.605	0.0
QSPRID_1171	False	1	0.368	0.632	0.0
QSPRID_1171	False	0	0.724	0.276	1.0
QSPRID_1172	True	1	0.368	0.632	1.0
QSPRID_1172	True	1	0.303	0.697	0.0
QSPRID_1176	True	1	0.408	0.592	0.0
QSPRID_1176	True	0	0.566	0.434	1.0
QSPRID_1177	False	0	0.592	0.408	0.0
QSPRID_1179	True	0	0.5	0.5	1.0
QSPRID_1179	True	1	0.355	0.645	0.0
QSPRID_1180	True	1	0.197	0.803	1.0
QSPRID_1180	True	1	0.211	0.789	0.0
QSPRID_1182	True	1	0.329	0.671	0.0
QSPRID_1184	True	1	0.237	0.763	0.0
QSPRID_1187	True	1	0.053	0.947	0.0
QSPRID_1188	True	1	0.395	0.605	1.0
QSPRID_1188	True	1	0.303	0.697	0.0
QSPRID_1189	True	1	0.382	0.618	0.0
QSPRID_1190	False	1	0.474	0.526	1.0
QSPRID_1190	False	1	0.303	0.697	0.0
QSPRID_1191	False	0	0.75	0.25	1.0
QSPRID_1191	False	0	0.566	0.434	0.0
QSPRID_1193	False	0	0.5	0.5	1.0
QSPRID_1193	False	0	0.618	0.382	0.0
QSPRID_1194	False	1	0.158	0.842	0.0
QSPRID_1194	False	1	0.184	0.816	1.0
QSPRID_1195	False	0	0.513	0.487	0.0
QSPRID_1195	False	1	0.487	0.513	1.0
QSPRID_1196	True	1	0.316	0.684	0.0
QSPRID_1197	True	0	0.697	0.303	0.0
QSPRID_1198	True	1	0.013	0.987	0.0
QSPRID_1199	True	1	0.276	0.724	0.0
QSPRID_1201	False	1	0.329	0.671	1.0
QSPRID_1201	False	1	0.461	0.539	0.0
QSPRID_1202	True	1	0.25	0.75	1.0
QSPRID_1202	True	1	0.237	0.763	0.0
QSPRID_1203	True	0	0.526	0.474	0.0
QSPRID_1205	True	1	0.447	0.553	0.0
QSPRID_1205	True	1	0.474	0.526	1.0
QSPRID_1206	True	0	0.737	0.263	0.0
QSPRID_1207	True	1	0.434	0.566	0.0
QSPRID_1208	False	1	0.447	0.553	0.0
QSPRID_1209	True	1	0.421	0.579	0.0
QSPRID_1211	False	1	0.461	0.539	0.0
QSPRID_1212	True	1	0.368	0.632	0.0
QSPRID_1213	True	0	0.724	0.276	0.0
QSPRID_1214	True	0	0.868	0.132	0.0
QSPRID_1215	True	1	0.316	0.684	1.0
QSPRID_1215	True	1	0.368	0.632	0.0
QSPRID_1216	True	1	0.263	0.737	0.0
QSPRID_1217	False	1	0.395	0.605	0.0
QSPRID_1218	False	1	0.25	0.75	0.0
QSPRID_1218	False	1	0.263	0.737	1.0
QSPRID_1219	True	1	0.329	0.671	0.0
QSPRID_1222	True	0	0.5	0.5	0.0
QSPRID_1223	False	1	0.026	0.974	0.0
QSPRID_1224	True	0	0.592	0.408	1.0
QSPRID_1224	True	1	0.211	0.789	0.0
QSPRID_1225	False	1	0.408	0.592	1.0
QSPRID_1225	False	1	0.342	0.658	0.0
QSPRID_1226	True	0	0.513	0.487	0.0
QSPRID_1226	True	1	0.289	0.711	1.0
QSPRID_1227	True	1	0.355	0.645	0.0
QSPRID_1229	False	1	0.25	0.75	0.0
QSPRID_1230	True	1	0.316	0.684	0.0
QSPRID_1230	True	0	0.632	0.368	1.0
QSPRID_1231	True	1	0.474	0.526	0.0
QSPRID_1232	True	1	0.487	0.513	0.0
QSPRID_1234	False	1	0.25	0.75	0.0
QSPRID_1235	False	0	0.803	0.197	1.0
QSPRID_1235	False	1	0.342	0.658	0.0
QSPRID_1236	True	1	0.026	0.974	0.0
QSPRID_1237	False	1	0.329	0.671	0.0
QSPRID_1237	False	0	0.697	0.303	1.0
QSPRID_1238	True	1	0.237	0.763	0.0
QSPRID_1239	True	0	0.5	0.5	0.0
QSPRID_1240	False	1	0.395	0.605	0.0
QSPRID_1241	True	1	0.434	0.566	1.0
QSPRID_1241	True	1	0.355	0.645	0.0
QSPRID_1243	True	1	0.447	0.553	0.0
QSPRID_1243	True	1	0.105	0.895	1.0
QSPRID_1244	True	1	0.039	0.961	0.0
QSPRID_1244	True	1	0.0	1.0	1.0
QSPRID_1245	True	1	0.395	0.605	0.0
QSPRID_1246	True	1	0.184	0.816	0.0
QSPRID_1246	True	1	0.066	0.934	1.0
QSPRID_1247	True	1	0.421	0.579	0.0
QSPRID_1247	True	1	0.25	0.75	1.0
QSPRID_1248	True	1	0.25	0.75	0.0
QSPRID_1249	True	0	0.671	0.329	0.0
QSPRID_1249	True	0	0.539	0.461	1.0
QSPRID_1250	True	1	0.263	0.737	0.0
QSPRID_1251	True	1	0.316	0.684	0.0
QSPRID_1251	True	1	0.276	0.724	1.0
QSPRID_1252	True	0	0.553	0.447	0.0
QSPRID_1253	True	1	0.487	0.513	0.0
QSPRID_1253	True	1	0.447	0.553	1.0
QSPRID_1254	False	1	0.368	0.632	0.0
QSPRID_1255	True	1	0.447	0.553	1.0
QSPRID_1255	True	1	0.276	0.724	0.0
QSPRID_1256	False	1	0.342	0.658	0.0
QSPRID_1256	False	0	0.816	0.184	1.0
QSPRID_1257	False	0	0.592	0.408	0.0
QSPRID_1258	True	1	0.066	0.934	0.0
QSPRID_1259	False	1	0.382	0.618	0.0
QSPRID_1262	True	1	0.316	0.684	0.0
QSPRID_1262	True	0	0.5	0.5	1.0
QSPRID_1263	True	0	0.75	0.25	0.0
QSPRID_1264	False	0	0.566	0.434	0.0
QSPRID_1265	True	0	0.632	0.368	0.0
QSPRID_1266	False	0	0.539	0.461	0.0
QSPRID_1267	False	1	0.355	0.645	0.0
QSPRID_1268	False	1	0.316	0.684	1.0
QSPRID_1268	False	1	0.487	0.513	0.0
QSPRID_1269	True	1	0.447	0.553	1.0
QSPRID_1269	True	1	0.25	0.75	0.0
QSPRID_1271	False	0	0.513	0.487	0.0
QSPRID_1272	True	1	0.342	0.658	0.0
QSPRID_1273	True	1	0.263	0.737	0.0
QSPRID_1273	True	1	0.355	0.645	1.0
QSPRID_1274	True	1	0.211	0.789	1.0
QSPRID_1274	True	1	0.447	0.553	0.0
QSPRID_1275	True	1	0.474	0.526	0.0
QSPRID_1275	True	0	0.513	0.487	1.0
QSPRID_1276	True	1	0.066	0.934	0.0
QSPRID_1277	True	1	0.211	0.789	0.0
QSPRID_1279	True	1	0.013	0.987	1.0
QSPRID_1279	True	1	0.276	0.724	0.0
QSPRID_1280	True	1	0.118	0.882	1.0
QSPRID_1280	True	1	0.145	0.855	0.0
QSPRID_1282	False	1	0.395	0.605	0.0
QSPRID_1283	True	1	0.342	0.658	0.0
QSPRID_1284	False	0	0.658	0.342	0.0
QSPRID_1285	True	1	0.197	0.803	0.0
QSPRID_1286	False	1	0.408	0.592	0.0
QSPRID_1287	False	0	0.987	0.013	0.0
QSPRID_1288	True	1	0.368	0.632	0.0
QSPRID_1290	False	0	0.882	0.118	1.0
QSPRID_1290	False	0	0.921	0.079	0.0
QSPRID_1291	False	1	0.382	0.618	0.0
QSPRID_1294	True	0	0.711	0.289	0.0
QSPRID_1296	True	0	0.5	0.5	1.0
QSPRID_1296	True	1	0.303	0.697	0.0
QSPRID_1297	False	0	0.566	0.434	0.0
QSPRID_1300	False	1	0.382	0.618	1.0
QSPRID_1300	False	1	0.276	0.724	0.0
QSPRID_1301	True	0	0.882	0.118	0.0
QSPRID_1301	True	0	0.684	0.316	1.0
QSPRID_1302	True	1	0.434	0.566	1.0
QSPRID_1302	True	1	0.408	0.592	0.0
QSPRID_1303	True	1	0.079	0.921	0.0
QSPRID_1304	True	1	0.395	0.605	0.0
QSPRID_1305	True	1	0.263	0.737	0.0
QSPRID_1305	True	1	0.171	0.829	1.0
QSPRID_1306	False	1	0.447	0.553	0.0
QSPRID_1307	False	0	0.789	0.211	0.0
QSPRID_1308	False	1	0.211	0.789	0.0
QSPRID_1308	False	1	0.105	0.895	1.0
QSPRID_1310	True	0	0.539	0.461	0.0
QSPRID_1310	True	0	0.553	0.447	1.0
QSPRID_1311	False	0	0.605	0.395	0.0
QSPRID_1312	False	0	0.658	0.342	0.0
QSPRID_1313	False	0	1.0	0.0	1.0
QSPRID_1313	False	0	0.711	0.289	0.0
QSPRID_1314	False	0	0.671	0.329	1.0
QSPRID_1314	False	1	0.421	0.579	0.0
QSPRID_1315	False	0	0.526	0.474	0.0
QSPRID_1315	False	1	0.434	0.566	1.0
QSPRID_1316	False	0	0.618	0.382	0.0
QSPRID_1316	False	0	0.592	0.408	1.0
QSPRID_1317	True	1	0.039	0.961	0.0
QSPRID_1318	True	0	0.5	0.5	1.0
QSPRID_1318	True	1	0.474	0.526	0.0
QSPRID_1319	True	1	0.145	0.855	0.0
QSPRID_1320	False	1	0.316	0.684	0.0
QSPRID_1323	True	1	0.421	0.579	0.0
QSPRID_1324	True	1	0.342	0.658	1.0
QSPRID_1324	True	1	0.237	0.763	0.0
QSPRID_1325	True	1	0.421	0.579	0.0
QSPRID_1325	True	1	0.145	0.855	1.0
QSPRID_1326	False	1	0.342	0.658	0.0
QSPRID_1327	True	1	0.263	0.737	2.0
QSPRID_1327	True	1	0.355	0.645	0.0
QSPRID_1327	True	1	0.487	0.513	1.0
QSPRID_1328	True	1	0.421	0.579	0.0
QSPRID_1329	False	1	0.316	0.684	0.0
QSPRID_1329	False	0	0.579	0.421	1.0
QSPRID_1331	False	1	0.263	0.737	1.0
QSPRID_1331	False	1	0.342	0.658	0.0
QSPRID_1332	True	1	0.395	0.605	0.0
QSPRID_1333	True	1	0.487	0.513	0.0
QSPRID_1333	True	0	0.566	0.434	1.0
QSPRID_1335	False	1	0.487	0.513	0.0
QSPRID_1336	False	0	0.5	0.5	0.0
QSPRID_1338	True	1	0.316	0.684	0.0
QSPRID_1339	True	1	0.368	0.632	0.0
QSPRID_1339	True	0	0.526	0.474	1.0
QSPRID_1340	True	1	0.316	0.684	0.0
QSPRID_1340	True	1	0.395	0.605	1.0
QSPRID_1341	True	0	0.684	0.316	0.0
QSPRID_1342	True	0	0.947	0.053	1.0
QSPRID_1342	True	0	0.566	0.434	0.0
QSPRID_1343	True	1	0.224	0.776	0.0
QSPRID_1344	True	1	0.118	0.882	0.0
QSPRID_1344	True	1	0.224	0.776	1.0
QSPRID_1345	True	0	0.671	0.329	0.0
QSPRID_1345	True	0	0.645	0.355	1.0
QSPRID_1346	False	1	0.316	0.684	0.0
QSPRID_1346	False	1	0.039	0.961	1.0
QSPRID_1347	True	1	0.197	0.803	0.0
QSPRID_1348	True	1	0.434	0.566	0.0
QSPRID_1348	True	0	0.513	0.487	1.0
QSPRID_1349	False	0	0.526	0.474	1.0
QSPRID_1349	False	0	0.513	0.487	0.0
QSPRID_1350	True	1	0.342	0.658	0.0
QSPRID_1351	True	0	0.658	0.342	0.0
QSPRID_1351	True	1	0.013	0.987	1.0
QSPRID_1353	False	1	0.211	0.789	0.0
QSPRID_1353	False	1	0.276	0.724	1.0
QSPRID_1354	True	1	0.316	0.684	0.0
QSPRID_1355	True	1	0.276	0.724	0.0
QSPRID_1357	False	1	0.211	0.789	1.0
QSPRID_1357	False	1	0.289	0.711	0.0
QSPRID_1358	True	1	0.237	0.763	0.0
QSPRID_1359	True	1	0.276	0.724	0.0
QSPRID_1360	False	1	0.447	0.553	0.0
QSPRID_1361	True	1	0.447	0.553	0.0
QSPRID_1361	True	0	0.513	0.487	1.0
QSPRID_1363	True	0	0.632	0.368	0.0
QSPRID_1364	False	1	0.395	0.605	0.0
QSPRID_1364	False	0	0.908	0.092	1.0
QSPRID_1365	True	1	0.316	0.684	0.0
QSPRID_1365	True	0	0.539	0.461	1.0
QSPRID_1367	True	1	0.382	0.618	0.0
QSPRID_1367	True	1	0.382	0.618	1.0
QSPRID_1368	False	0	0.684	0.316	0.0
QSPRID_1369	False	1	0.263	0.737	0.0
QSPRID_1371	True	1	0.395	0.605	0.0
QSPRID_1372	True	0	0.513	0.487	1.0
QSPRID_1372	True	1	0.276	0.724	0.0
QSPRID_1374	True	1	0.474	0.526	0.0
QSPRID_1374	True	1	0.434	0.566	1.0
QSPRID_1375	False	1	0.145	0.855	0.0
QSPRID_1376	True	0	0.526	0.474	0.0
QSPRID_1379	False	1	0.461	0.539	0.0
QSPRID_1379	False	1	0.447	0.553	1.0
QSPRID_1380	True	1	0.395	0.605	1.0
QSPRID_1380	True	1	0.421	0.579	0.0
QSPRID_1381	True	1	0.145	0.855	0.0
QSPRID_1382	True	1	0.474	0.526	0.0
QSPRID_1382	True	1	0.145	0.855	1.0
QSPRID_1383	True	1	0.316	0.684	0.0
QSPRID_1384	True	0	0.513	0.487	0.0
QSPRID_1385	True	0	0.5	0.5	0.0
QSPRID_1386	False	1	0.211	0.789	0.0
QSPRID_1386	False	0	0.539	0.461	1.0
QSPRID_1387	True	1	0.079	0.921	0.0
QSPRID_1388	False	0	0.75	0.25	1.0
QSPRID_1388	False	0	0.658	0.342	0.0
QSPRID_1389	False	1	0.382	0.618	0.0
QSPRID_1389	False	0	0.539	0.461	1.0
QSPRID_1390	False	1	0.237	0.763	0.0
QSPRID_1391	False	1	0.184	0.816	1.0
QSPRID_1391	False	1	0.303	0.697	0.0
QSPRID_1392	False	1	0.382	0.618	0.0
QSPRID_1394	True	0	0.5	0.5	0.0
QSPRID_1396	False	0	0.618	0.382	1.0
QSPRID_1396	False	0	0.605	0.395	0.0
QSPRID_1397	False	1	0.382	0.618	1.0
QSPRID_1397	False	1	0.276	0.724	0.0
QSPRID_1399	False	1	0.447	0.553	0.0
QSPRID_1399	False	0	0.724	0.276	1.0
QSPRID_1400	False	1	0.303	0.697	0.0
QSPRID_1401	True	1	0.066	0.934	0.0
QSPRID_1401	True	1	0.013	0.987	1.0
QSPRID_1403	False	0	0.579	0.421	1.0
QSPRID_1403	False	1	0.316	0.684	0.0
QSPRID_1404	False	1	0.447	0.553	0.0
QSPRID_1404	False	1	0.329	0.671	1.0
QSPRID_1407	True	1	0.25	0.75	0.0
QSPRID_1407	True	0	0.526	0.474	1.0
QSPRID_1408	True	0	0.632	0.368	1.0
QSPRID_1408	True	0	0.711	0.289	0.0
QSPRID_1409	True	1	0.303	0.697	1.0
QSPRID_1409	True	1	0.474	0.526	0.0
QSPRID_1410	False	1	0.487	0.513	1.0
QSPRID_1410	False	1	0.355	0.645	0.0
QSPRID_1412	True	0	0.618	0.382	0.0
QSPRID_1413	True	1	0.355	0.645	0.0
QSPRID_1415	True	0	0.697	0.303	0.0
QSPRID_1416	False	0	0.855	0.145	1.0
QSPRID_1416	False	0	0.658	0.342	0.0
QSPRID_1418	True	0	0.513	0.487	1.0
QSPRID_1418	True	1	0.263	0.737	0.0
QSPRID_1421	True	1	0.237	0.763	0.0
QSPRID_1421	True	1	0.105	0.895	1.0
QSPRID_1423	True	1	0.276	0.724	0.0
QSPRID_1425	True	1	0.474	0.526	1.0
QSPRID_1425	True	0	0.5	0.5	0.0
QSPRID_1427	True	1	0.382	0.618	0.0
QSPRID_1428	False	1	0.263	0.737	0.0
QSPRID_1430	False	1	0.461	0.539	0.0
QSPRID_1430	False	1	0.474	0.526	1.0
QSPRID_1432	True	1	0.289	0.711	0.0
QSPRID_1433	True	1	0.434	0.566	0.0
QSPRID_1433	True	1	0.368	0.632	1.0
QSPRID_1434	True	1	0.158	0.842	1.0
QSPRID_1434	True	1	0.395	0.605	0.0
QSPRID_1435	True	1	0.342	0.658	0.0
QSPRID_1435	True	1	0.092	0.908	1.0
QSPRID_1437	True	1	0.316	0.684	0.0
QSPRID_1438	True	1	0.355	0.645	0.0
QSPRID_1439	True	1	0.434	0.566	0.0
QSPRID_1440	False	0	0.579	0.421	0.0
QSPRID_1441	False	1	0.329	0.671	0.0
QSPRID_1442	True	1	0.329	0.671	0.0
QSPRID_1443	False	1	0.355	0.645	0.0
QSPRID_1443	False	1	0.303	0.697	1.0
QSPRID_1445	False	1	0.342	0.658	0.0
QSPRID_1446	True	1	0.329	0.671	0.0
QSPRID_1447	True	1	0.395	0.605	0.0
QSPRID_1448	True	0	0.553	0.447	0.0
QSPRID_1449	True	1	0.408	0.592	0.0
QSPRID_1449	True	1	0.421	0.579	1.0
QSPRID_1450	False	1	0.276	0.724	0.0
QSPRID_1450	False	0	0.592	0.408	1.0
QSPRID_1451	False	1	0.145	0.855	0.0
QSPRID_1451	False	1	0.434	0.566	1.0
QSPRID_1452	True	1	0.355	0.645	0.0
QSPRID_1453	True	1	0.303	0.697	0.0
QSPRID_1453	True	1	0.118	0.882	1.0
QSPRID_1454	True	0	0.553	0.447	0.0
QSPRID_1454	True	1	0.474	0.526	1.0
QSPRID_1455	False	1	0.447	0.553	0.0
QSPRID_1456	True	1	0.303	0.697	1.0
QSPRID_1456	True	1	0.289	0.711	0.0
QSPRID_1458	False	1	0.382	0.618	0.0
QSPRID_1459	False	1	0.434	0.566	0.0
QSPRID_1459	False	1	0.25	0.75	1.0
QSPRID_1460	False	0	0.605	0.395	1.0
QSPRID_1460	False	0	0.684	0.316	0.0
QSPRID_1461	True	1	0.368	0.632	0.0
QSPRID_1462	False	1	0.461	0.539	0.0
QSPRID_1463	True	1	0.171	0.829	1.0
QSPRID_1463	True	1	0.368	0.632	0.0
QSPRID_1464	True	1	0.382	0.618	0.0
QSPRID_1465	False	1	0.395	0.605	0.0
QSPRID_1465	False	0	0.763	0.237	1.0
QSPRID_1466	False	0	0.711	0.289	1.0
QSPRID_1466	False	1	0.434	0.566	0.0
QSPRID_1467	True	0	0.513	0.487	0.0
