QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
A2A_LIGANDS_1780	True	0	0.715	0.285	1.0
A2A_LIGANDS_1790	True	1	0.05	0.95	1.0
A2A_LIGANDS_1792	True	1	0.0	1.0	1.0
A2A_LIGANDS_1804	False	0	0.91	0.09	1.0
A2A_LIGANDS_1805	True	1	0.0	1.0	1.0
A2A_LIGANDS_1808	True	1	0.17	0.83	1.0
A2A_LIGANDS_1814	True	1	0.095	0.905	1.0
A2A_LIGANDS_1818	False	0	0.9	0.1	1.0
A2A_LIGANDS_1820	True	1	0.0	1.0	1.0
A2A_LIGANDS_1829	False	1	0.25	0.75	1.0
A2A_LIGANDS_1833	True	1	0.055	0.945	1.0
A2A_LIGANDS_1844	False	0	0.98	0.02	1.0
A2A_LIGANDS_1847	False	0	0.745	0.255	1.0
A2A_LIGANDS_1855	True	1	0.09	0.91	1.0
A2A_LIGANDS_1861	True	1	0.205	0.795	1.0
A2A_LIGANDS_1866	True	1	0.115	0.885	1.0
A2A_LIGANDS_1868	False	0	0.715	0.285	1.0
A2A_LIGANDS_1872	False	1	0.295	0.705	1.0
A2A_LIGANDS_1875	False	0	0.69	0.31	1.0
A2A_LIGANDS_1876	True	1	0.195	0.805	1.0
A2A_LIGANDS_1877	False	0	0.785	0.215	1.0
A2A_LIGANDS_1884	False	0	0.69	0.31	1.0
A2A_LIGANDS_1900	True	1	0.31	0.69	1.0
A2A_LIGANDS_1916	False	0	1.0	0.0	1.0
A2A_LIGANDS_1920	False	1	0.48	0.52	1.0
A2A_LIGANDS_1928	True	0	0.715	0.285	1.0
A2A_LIGANDS_1929	False	0	0.74	0.26	1.0
A2A_LIGANDS_1930	True	1	0.4	0.6	1.0
A2A_LIGANDS_1936	True	1	0.035	0.965	1.0
A2A_LIGANDS_1947	True	1	0.1725	0.8275	1.0
A2A_LIGANDS_1949	False	0	0.96	0.04	1.0
A2A_LIGANDS_1951	True	0	0.72	0.28	1.0
A2A_LIGANDS_1955	True	1	0.02	0.98	1.0
A2A_LIGANDS_1966	True	1	0.35	0.65	1.0
A2A_LIGANDS_1971	True	1	0.19	0.81	1.0
A2A_LIGANDS_1972	True	1	0.44	0.56	1.0
A2A_LIGANDS_1992	False	0	0.585	0.415	1.0
A2A_LIGANDS_2009	False	1	0.445	0.555	1.0
A2A_LIGANDS_2010	False	0	0.925	0.075	1.0
A2A_LIGANDS_2012	False	0	0.86	0.14	1.0
A2A_LIGANDS_2013	True	1	0.025	0.975	1.0
A2A_LIGANDS_2020	False	0	0.98	0.02	1.0
A2A_LIGANDS_2028	True	1	0.01	0.99	1.0
A2A_LIGANDS_2032	False	0	0.615	0.385	1.0
A2A_LIGANDS_2033	False	0	1.0	0.0	1.0
A2A_LIGANDS_2038	False	1	0.42	0.58	1.0
A2A_LIGANDS_2051	True	1	0.09	0.91	1.0
A2A_LIGANDS_2060	False	0	0.95	0.05	1.0
A2A_LIGANDS_2061	False	0	1.0	0.0	1.0
A2A_LIGANDS_2075	True	1	0.06	0.94	1.0
A2A_LIGANDS_2076	True	1	0.015	0.985	1.0
A2A_LIGANDS_2079	True	1	0.1	0.9	1.0
A2A_LIGANDS_2080	True	1	0.3	0.7	1.0
A2A_LIGANDS_2086	False	0	0.555	0.445	1.0
A2A_LIGANDS_2096	False	1	0.32	0.68	1.0
A2A_LIGANDS_2122	True	1	0.025	0.975	1.0
A2A_LIGANDS_2123	False	0	0.815	0.185	1.0
A2A_LIGANDS_2130	True	0	0.54	0.46	1.0
A2A_LIGANDS_2134	True	1	0.065	0.935	1.0
A2A_LIGANDS_2135	False	0	0.955	0.045	1.0
A2A_LIGANDS_2139	False	0	0.575	0.425	1.0
A2A_LIGANDS_2141	True	1	0.015	0.985	1.0
A2A_LIGANDS_2150	True	1	0.07	0.93	1.0
A2A_LIGANDS_2152	True	1	0.225	0.775	1.0
A2A_LIGANDS_2153	True	1	0.145	0.855	1.0
A2A_LIGANDS_2154	True	1	0.08	0.92	1.0
A2A_LIGANDS_2157	True	0	0.72	0.28	1.0
A2A_LIGANDS_2165	True	1	0.15	0.85	1.0
A2A_LIGANDS_2178	True	1	0.075	0.925	1.0
A2A_LIGANDS_2180	True	1	0.185	0.815	1.0
A2A_LIGANDS_2187	True	1	0.17	0.83	1.0
A2A_LIGANDS_2189	True	1	0.26	0.74	1.0
A2A_LIGANDS_2196	True	0	0.525	0.475	1.0
A2A_LIGANDS_2205	False	0	0.83	0.17	1.0
A2A_LIGANDS_2216	False	1	0.235	0.765	1.0
A2A_LIGANDS_2218	True	1	0.075	0.925	1.0
A2A_LIGANDS_2222	True	1	0.0	1.0	1.0
A2A_LIGANDS_2223	True	1	0.045	0.955	1.0
A2A_LIGANDS_2231	False	1	0.02	0.98	1.0
A2A_LIGANDS_2238	False	0	0.9	0.1	1.0
A2A_LIGANDS_2254	True	0	0.805	0.195	1.0
A2A_LIGANDS_2255	True	1	0.02	0.98	1.0
A2A_LIGANDS_2261	True	0	0.59	0.41	1.0
A2A_LIGANDS_2263	False	0	0.995	0.005	1.0
A2A_LIGANDS_2270	True	1	0.005	0.995	1.0
A2A_LIGANDS_2279	False	0	0.96	0.04	1.0
A2A_LIGANDS_2295	False	0	0.82	0.18	1.0
A2A_LIGANDS_2297	True	1	0.005	0.995	1.0
A2A_LIGANDS_2300	True	1	0.01	0.99	1.0
A2A_LIGANDS_2303	False	0	0.6	0.4	1.0
A2A_LIGANDS_2304	False	0	0.96	0.04	1.0
A2A_LIGANDS_2316	True	1	0.345	0.655	1.0
A2A_LIGANDS_2329	True	1	0.035	0.965	1.0
A2A_LIGANDS_2331	True	1	0.18	0.82	1.0
A2A_LIGANDS_2351	True	1	0.0	1.0	1.0
A2A_LIGANDS_2359	True	0	0.5	0.5	1.0
A2A_LIGANDS_2367	True	1	0.08	0.92	1.0
A2A_LIGANDS_2373	False	1	0.32	0.68	1.0
A2A_LIGANDS_2378	True	1	0.335	0.665	1.0
A2A_LIGANDS_2380	False	0	0.86	0.14	1.0
A2A_LIGANDS_2381	True	1	0.25	0.75	1.0
A2A_LIGANDS_2384	False	0	0.575	0.425	1.0
A2A_LIGANDS_2385	False	0	0.86	0.14	1.0
A2A_LIGANDS_2389	False	0	1.0	0.0	1.0
A2A_LIGANDS_2392	False	0	0.99	0.01	1.0
A2A_LIGANDS_2395	False	0	0.98	0.02	1.0
A2A_LIGANDS_2398	True	1	0.015	0.985	1.0
A2A_LIGANDS_2399	True	0	1.0	0.0	1.0
A2A_LIGANDS_2407	True	1	0.02	0.98	1.0
A2A_LIGANDS_2410	False	1	0.215	0.785	1.0
A2A_LIGANDS_2413	False	1	0.41	0.59	1.0
A2A_LIGANDS_2425	True	1	0.195	0.805	1.0
A2A_LIGANDS_2426	False	0	1.0	0.0	1.0
A2A_LIGANDS_2428	False	0	0.68	0.32	1.0
A2A_LIGANDS_2429	False	1	0.445	0.555	1.0
A2A_LIGANDS_2431	True	1	0.035	0.965	1.0
A2A_LIGANDS_2437	True	1	0.22	0.78	1.0
A2A_LIGANDS_2441	True	1	0.08	0.92	1.0
A2A_LIGANDS_2443	False	0	0.995	0.005	1.0
A2A_LIGANDS_2452	False	0	0.975	0.025	1.0
A2A_LIGANDS_2457	True	1	0.06	0.94	1.0
A2A_LIGANDS_2459	False	0	0.96	0.04	1.0
A2A_LIGANDS_2460	True	1	0.0	1.0	1.0
A2A_LIGANDS_2464	True	1	0.09	0.91	1.0
A2A_LIGANDS_2494	True	1	0.335	0.665	1.0
A2A_LIGANDS_2495	False	0	0.825	0.175	1.0
A2A_LIGANDS_2502	True	1	0.15	0.85	1.0
A2A_LIGANDS_2503	False	0	0.99	0.01	1.0
A2A_LIGANDS_2508	False	1	0.045	0.955	1.0
A2A_LIGANDS_2513	True	1	0.4	0.6	1.0
A2A_LIGANDS_2520	True	1	0.02	0.98	1.0
A2A_LIGANDS_2521	True	1	0.025	0.975	1.0
A2A_LIGANDS_2536	False	0	0.905	0.095	1.0
A2A_LIGANDS_2594	True	1	0.16	0.84	1.0
A2A_LIGANDS_2603	False	0	0.93	0.07	1.0
A2A_LIGANDS_2605	True	1	0.06	0.94	1.0
A2A_LIGANDS_2606	True	1	0.035	0.965	1.0
A2A_LIGANDS_2616	False	0	0.925	0.075	1.0
A2A_LIGANDS_2617	True	1	0.0	1.0	1.0
A2A_LIGANDS_2622	True	1	0.12	0.88	1.0
A2A_LIGANDS_2624	True	1	0.1575	0.8425	1.0
A2A_LIGANDS_2626	True	1	0.225	0.775	1.0
A2A_LIGANDS_2645	True	1	0.34	0.66	1.0
A2A_LIGANDS_2663	False	1	0.465	0.535	1.0
A2A_LIGANDS_2671	True	1	0.045	0.955	1.0
A2A_LIGANDS_2698	True	1	0.185	0.815	1.0
A2A_LIGANDS_2701	True	1	0.07	0.93	1.0
A2A_LIGANDS_2705	True	1	0.265	0.735	1.0
A2A_LIGANDS_2710	False	0	0.95	0.05	1.0
A2A_LIGANDS_2711	True	1	0.025	0.975	1.0
A2A_LIGANDS_2716	True	0	0.545	0.455	1.0
A2A_LIGANDS_2723	True	0	0.63	0.37	1.0
A2A_LIGANDS_2727	True	1	0.07	0.93	1.0
A2A_LIGANDS_2758	True	1	0.46	0.54	1.0
A2A_LIGANDS_2767	True	1	0.045	0.955	1.0
A2A_LIGANDS_2771	True	1	0.49	0.51	1.0
A2A_LIGANDS_2786	False	1	0.17	0.83	1.0
A2A_LIGANDS_2795	True	1	0.05	0.95	1.0
A2A_LIGANDS_2800	False	0	0.77	0.23	1.0
A2A_LIGANDS_2801	True	1	0.01	0.99	1.0
A2A_LIGANDS_2803	True	1	0.295	0.705	1.0
A2A_LIGANDS_2805	True	1	0.43	0.57	1.0
A2A_LIGANDS_2807	True	1	0.25	0.75	1.0
A2A_LIGANDS_2810	True	1	0.0	1.0	1.0
A2A_LIGANDS_2811	False	1	0.43	0.57	1.0
A2A_LIGANDS_2819	True	1	0.025	0.975	1.0
A2A_LIGANDS_2833	False	0	0.98	0.02	1.0
A2A_LIGANDS_2841	True	1	0.365	0.635	1.0
A2A_LIGANDS_2848	True	1	0.255	0.745	1.0
A2A_LIGANDS_2849	False	0	0.65	0.35	1.0
A2A_LIGANDS_2852	True	1	0.0	1.0	1.0
A2A_LIGANDS_2861	False	0	0.99	0.01	1.0
A2A_LIGANDS_2865	True	1	0.0	1.0	1.0
A2A_LIGANDS_2866	False	0	0.915	0.085	1.0
A2A_LIGANDS_2873	False	1	0.465	0.535	1.0
A2A_LIGANDS_2876	True	1	0.305	0.695	1.0
A2A_LIGANDS_2887	True	0	0.705	0.295	1.0
A2A_LIGANDS_2888	False	0	0.955	0.045	1.0
A2A_LIGANDS_2890	True	1	0.04	0.96	1.0
A2A_LIGANDS_2899	True	1	0.0	1.0	1.0
A2A_LIGANDS_2906	False	1	0.2	0.8	1.0
A2A_LIGANDS_2919	True	1	0.04	0.96	1.0
A2A_LIGANDS_2926	False	0	0.985	0.015	1.0
A2A_LIGANDS_2932	False	0	0.95	0.05	1.0
A2A_LIGANDS_2951	False	0	0.75	0.25	1.0
A2A_LIGANDS_2959	True	1	0.345	0.655	1.0
A2A_LIGANDS_2961	True	1	0.035	0.965	1.0
A2A_LIGANDS_2962	False	1	0.475	0.525	1.0
A2A_LIGANDS_2963	False	0	0.64	0.36	1.0
A2A_LIGANDS_2968	False	0	0.735	0.265	1.0
A2A_LIGANDS_2971	True	1	0.4	0.6	1.0
A2A_LIGANDS_2977	False	0	0.965	0.035	1.0
A2A_LIGANDS_2980	False	0	0.975	0.025	1.0
A2A_LIGANDS_2984	True	1	0.035	0.965	1.0
A2A_LIGANDS_2996	True	1	0.06	0.94	1.0
A2A_LIGANDS_2999	True	1	0.115	0.885	1.0
A2A_LIGANDS_3004	True	1	0.005	0.995	1.0
A2A_LIGANDS_3007	True	1	0.02	0.98	1.0
A2A_LIGANDS_3023	True	1	0.05	0.95	1.0
A2A_LIGANDS_3029	True	1	0.485	0.515	1.0
A2A_LIGANDS_3052	True	1	0.05	0.95	1.0
A2A_LIGANDS_3057	False	1	0.315	0.685	1.0
A2A_LIGANDS_3060	True	1	0.0	1.0	1.0
A2A_LIGANDS_3069	True	1	0.3	0.7	1.0
A2A_LIGANDS_3070	True	1	0.005	0.995	1.0
A2A_LIGANDS_3073	True	1	0.045	0.955	1.0
A2A_LIGANDS_3075	True	1	0.305	0.695	1.0
A2A_LIGANDS_3079	True	0	0.705	0.295	1.0
A2A_LIGANDS_3084	True	0	0.775	0.225	1.0
A2A_LIGANDS_3091	True	1	0.0	1.0	1.0
A2A_LIGANDS_3101	False	0	0.76	0.24	1.0
A2A_LIGANDS_3107	False	0	0.725	0.275	1.0
A2A_LIGANDS_3115	False	1	0.44	0.56	1.0
A2A_LIGANDS_3119	False	1	0.095	0.905	1.0
A2A_LIGANDS_3127	True	1	0.01	0.99	1.0
A2A_LIGANDS_3136	True	1	0.015	0.985	1.0
A2A_LIGANDS_3143	True	1	0.055	0.945	1.0
A2A_LIGANDS_3147	True	1	0.065	0.935	1.0
A2A_LIGANDS_3158	True	0	0.635	0.365	1.0
A2A_LIGANDS_3166	False	0	0.73	0.27	1.0
A2A_LIGANDS_3167	True	1	0.26	0.74	1.0
A2A_LIGANDS_3195	True	0	0.87	0.13	1.0
A2A_LIGANDS_3199	False	0	0.875	0.125	1.0
A2A_LIGANDS_3203	True	1	0.18	0.82	1.0
A2A_LIGANDS_3208	True	1	0.015	0.985	1.0
A2A_LIGANDS_3210	False	0	0.72	0.28	1.0
A2A_LIGANDS_3214	True	1	0.305	0.695	1.0
A2A_LIGANDS_3219	False	0	0.86	0.14	1.0
A2A_LIGANDS_3220	False	0	0.88	0.12	1.0
A2A_LIGANDS_3224	False	0	0.955	0.045	1.0
A2A_LIGANDS_3228	True	1	0.015	0.985	1.0
A2A_LIGANDS_3236	True	1	0.015	0.985	1.0
A2A_LIGANDS_3243	True	1	0.06	0.94	1.0
A2A_LIGANDS_3254	True	1	0.485	0.515	1.0
A2A_LIGANDS_3264	True	1	0.335	0.665	1.0
A2A_LIGANDS_3265	True	0	0.715	0.285	1.0
A2A_LIGANDS_3272	False	1	0.135	0.865	1.0
A2A_LIGANDS_3273	False	1	0.205	0.795	1.0
A2A_LIGANDS_3279	False	1	0.23	0.77	1.0
A2A_LIGANDS_3283	True	1	0.26	0.74	1.0
A2A_LIGANDS_3285	False	0	0.54	0.46	1.0
A2A_LIGANDS_3296	True	1	0.1025	0.8975	1.0
A2A_LIGANDS_3301	True	1	0.01	0.99	1.0
A2A_LIGANDS_3304	False	1	0.12	0.88	1.0
A2A_LIGANDS_3307	False	0	0.655	0.345	1.0
A2A_LIGANDS_3309	True	1	0.235	0.765	1.0
A2A_LIGANDS_3314	True	1	0.01	0.99	1.0
A2A_LIGANDS_3315	True	1	0.08	0.92	1.0
A2A_LIGANDS_3316	True	1	0.015	0.985	1.0
A2A_LIGANDS_3319	False	0	0.975	0.025	1.0
A2A_LIGANDS_3320	False	1	0.41	0.59	1.0
A2A_LIGANDS_3327	True	1	0.235	0.765	1.0
A2A_LIGANDS_3336	True	1	0.045	0.955	1.0
A2A_LIGANDS_3337	True	1	0.08	0.92	1.0
A2A_LIGANDS_3338	True	1	0.01	0.99	1.0
A2A_LIGANDS_3340	True	1	0.05	0.95	1.0
A2A_LIGANDS_3342	False	0	0.785	0.215	1.0
A2A_LIGANDS_3353	True	1	0.105	0.895	1.0
A2A_LIGANDS_3354	True	1	0.0	1.0	1.0
A2A_LIGANDS_3369	True	1	0.24	0.76	1.0
A2A_LIGANDS_3371	True	1	0.085	0.915	1.0
A2A_LIGANDS_3384	False	0	0.635	0.365	1.0
A2A_LIGANDS_3390	False	0	0.985	0.015	1.0
A2A_LIGANDS_3393	False	0	0.775	0.225	1.0
A2A_LIGANDS_3394	True	0	0.735	0.265	1.0
A2A_LIGANDS_3396	False	0	0.865	0.135	1.0
A2A_LIGANDS_3400	False	0	0.995	0.005	1.0
A2A_LIGANDS_3407	False	0	0.875	0.125	1.0
A2A_LIGANDS_3427	True	1	0.08	0.92	1.0
A2A_LIGANDS_3430	True	1	0.02	0.98	1.0
A2A_LIGANDS_3433	True	1	0.145	0.855	1.0
A2A_LIGANDS_3436	False	0	0.605	0.395	1.0
A2A_LIGANDS_3439	True	1	0.295	0.705	1.0
A2A_LIGANDS_3443	False	0	1.0	0.0	1.0
A2A_LIGANDS_3449	False	1	0.145	0.855	1.0
A2A_LIGANDS_3474	True	1	0.05	0.95	1.0
A2A_LIGANDS_3477	False	1	0.12	0.88	1.0
A2A_LIGANDS_3483	True	0	0.92	0.08	1.0
A2A_LIGANDS_3490	True	1	0.185	0.815	1.0
A2A_LIGANDS_3498	False	1	0.13	0.87	1.0
A2A_LIGANDS_3503	True	1	0.075	0.925	1.0
A2A_LIGANDS_3504	True	1	0.225	0.775	1.0
A2A_LIGANDS_3510	True	0	0.565	0.435	1.0
A2A_LIGANDS_3514	True	1	0.335	0.665	1.0
A2A_LIGANDS_3518	True	1	0.315	0.685	1.0
A2A_LIGANDS_3532	False	0	0.665	0.335	1.0
A2A_LIGANDS_3542	True	1	0.035	0.965	1.0
A2A_LIGANDS_3556	False	1	0.285	0.715	1.0
A2A_LIGANDS_3563	True	1	0.09	0.91	1.0
A2A_LIGANDS_3572	True	1	0.0	1.0	1.0
A2A_LIGANDS_3584	False	0	1.0	0.0	1.0
A2A_LIGANDS_3585	True	1	0.07	0.93	1.0
A2A_LIGANDS_3589	True	1	0.005	0.995	1.0
A2A_LIGANDS_3590	False	0	0.915	0.085	1.0
A2A_LIGANDS_3592	True	1	0.005	0.995	1.0
A2A_LIGANDS_3600	True	1	0.015	0.985	1.0
A2A_LIGANDS_3601	True	1	0.14	0.86	1.0
A2A_LIGANDS_3625	False	0	0.835	0.165	1.0
A2A_LIGANDS_3630	True	1	0.14	0.86	1.0
A2A_LIGANDS_3633	False	0	0.965	0.035	1.0
A2A_LIGANDS_3653	True	1	0.47	0.53	1.0
A2A_LIGANDS_3658	True	1	0.11	0.89	1.0
A2A_LIGANDS_3660	True	1	0.015	0.985	1.0
A2A_LIGANDS_3674	False	0	0.83	0.17	1.0
A2A_LIGANDS_3688	True	1	0.0	1.0	1.0
A2A_LIGANDS_3690	True	1	0.0	1.0	1.0
A2A_LIGANDS_3692	True	1	0.195	0.805	1.0
A2A_LIGANDS_3695	True	1	0.025	0.975	1.0
A2A_LIGANDS_3697	True	1	0.04	0.96	1.0
A2A_LIGANDS_3699	True	0	0.555	0.445	1.0
A2A_LIGANDS_3702	False	1	0.21	0.79	1.0
A2A_LIGANDS_3704	False	1	0.455	0.545	1.0
A2A_LIGANDS_3705	False	0	0.83	0.17	1.0
A2A_LIGANDS_3708	False	0	0.89	0.11	1.0
A2A_LIGANDS_3714	True	1	0.025	0.975	1.0
A2A_LIGANDS_3719	False	1	0.085	0.915	1.0
A2A_LIGANDS_3732	True	1	0.02	0.98	1.0
A2A_LIGANDS_3737	True	1	0.0	1.0	1.0
A2A_LIGANDS_3742	False	0	0.925	0.075	1.0
A2A_LIGANDS_3748	True	1	0.18	0.82	1.0
A2A_LIGANDS_3773	False	1	0.095	0.905	1.0
A2A_LIGANDS_3776	True	1	0.005	0.995	1.0
A2A_LIGANDS_3786	True	1	0.0	1.0	1.0
A2A_LIGANDS_3793	True	1	0.11	0.89	1.0
A2A_LIGANDS_3799	True	1	0.15	0.85	1.0
A2A_LIGANDS_3800	True	1	0.005	0.995	1.0
A2A_LIGANDS_3805	False	0	0.74	0.26	1.0
A2A_LIGANDS_3808	True	1	0.155	0.845	1.0
A2A_LIGANDS_3824	False	1	0.39	0.61	1.0
A2A_LIGANDS_3832	True	1	0.215	0.785	1.0
A2A_LIGANDS_3839	False	1	0.115	0.885	1.0
A2A_LIGANDS_3841	True	1	0.03	0.97	1.0
A2A_LIGANDS_3843	True	1	0.42	0.58	1.0
A2A_LIGANDS_3855	False	1	0.16	0.84	1.0
A2A_LIGANDS_3860	False	0	0.895	0.105	1.0
A2A_LIGANDS_3866	False	1	0.39	0.61	1.0
A2A_LIGANDS_3867	True	1	0.005	0.995	1.0
A2A_LIGANDS_3874	True	1	0.025	0.975	1.0
A2A_LIGANDS_3876	True	1	0.275	0.725	1.0
A2A_LIGANDS_3887	False	0	0.7	0.3	1.0
A2A_LIGANDS_3892	True	0	0.525	0.475	1.0
A2A_LIGANDS_3901	False	0	0.56	0.44	1.0
A2A_LIGANDS_3908	True	1	0.08	0.92	1.0
A2A_LIGANDS_3919	True	1	0.1625	0.8375	1.0
A2A_LIGANDS_3940	True	1	0.0	1.0	1.0
A2A_LIGANDS_3942	False	1	0.335	0.665	1.0
A2A_LIGANDS_3943	True	1	0.085	0.915	1.0
A2A_LIGANDS_3946	True	1	0.015	0.985	1.0
A2A_LIGANDS_3955	False	0	0.91	0.09	1.0
A2A_LIGANDS_3956	False	0	0.91	0.09	1.0
A2A_LIGANDS_3960	True	1	0.01	0.99	1.0
A2A_LIGANDS_3963	True	1	0.025	0.975	1.0
A2A_LIGANDS_3964	True	1	0.44	0.56	1.0
A2A_LIGANDS_3977	True	1	0.035	0.965	1.0
A2A_LIGANDS_3980	False	0	0.97	0.03	1.0
A2A_LIGANDS_3986	True	1	0.005	0.995	1.0
A2A_LIGANDS_3989	False	0	0.965	0.035	1.0
A2A_LIGANDS_3999	True	1	0.015	0.985	1.0
A2A_LIGANDS_4013	True	1	0.05	0.95	1.0
A2A_LIGANDS_4017	True	1	0.16	0.84	1.0
A2A_LIGANDS_4023	True	1	0.17	0.83	1.0
A2A_LIGANDS_4024	True	1	0.035	0.965	1.0
A2A_LIGANDS_4025	True	1	0.17	0.83	1.0
A2A_LIGANDS_4027	True	1	0.29	0.71	1.0
A2A_LIGANDS_4038	False	0	0.565	0.435	1.0
A2A_LIGANDS_4040	False	0	0.995	0.005	1.0
A2A_LIGANDS_4058	False	0	1.0	0.0	1.0
A2A_LIGANDS_4063	False	0	0.83	0.17	1.0
A2A_LIGANDS_4064	False	0	0.955	0.045	1.0
A2A_LIGANDS_4069	True	1	0.175	0.825	1.0
A2A_LIGANDS_4075	True	1	0.095	0.905	1.0
A2A_LIGANDS_4077	True	1	0.255	0.745	1.0
A2A_LIGANDS_4080	True	1	0.355	0.645	1.0
A2A_LIGANDS_4	False	0	0.94	0.06	2.0
A2A_LIGANDS_10	False	1	0.22	0.78	2.0
A2A_LIGANDS_12	False	0	0.94	0.06	2.0
A2A_LIGANDS_19	False	0	0.555	0.445	2.0
A2A_LIGANDS_21	False	1	0.365	0.635	2.0
A2A_LIGANDS_28	True	0	0.655	0.345	2.0
A2A_LIGANDS_32	True	1	0.0	1.0	2.0
A2A_LIGANDS_51	True	1	0.14	0.86	2.0
A2A_LIGANDS_53	False	0	0.565	0.435	2.0
A2A_LIGANDS_68	True	1	0.0	1.0	2.0
A2A_LIGANDS_76	False	0	0.905	0.095	2.0
A2A_LIGANDS_80	True	1	0.36	0.64	2.0
A2A_LIGANDS_88	True	1	0.0	1.0	2.0
A2A_LIGANDS_97	True	1	0.095	0.905	2.0
A2A_LIGANDS_103	True	1	0.0	1.0	2.0
A2A_LIGANDS_107	False	1	0.04	0.96	2.0
A2A_LIGANDS_113	True	0	0.69	0.31	2.0
A2A_LIGANDS_123	True	1	0.2	0.8	2.0
A2A_LIGANDS_131	True	1	0.01	0.99	2.0
A2A_LIGANDS_143	True	1	0.045	0.955	2.0
A2A_LIGANDS_146	True	1	0.07	0.93	2.0
A2A_LIGANDS_149	True	1	0.14	0.86	2.0
A2A_LIGANDS_164	False	0	0.99	0.01	2.0
A2A_LIGANDS_169	False	0	0.67	0.33	2.0
A2A_LIGANDS_175	True	0	1.0	0.0	2.0
A2A_LIGANDS_178	False	1	0.425	0.575	2.0
A2A_LIGANDS_186	True	0	0.775	0.225	2.0
A2A_LIGANDS_190	True	0	0.525	0.475	2.0
A2A_LIGANDS_191	True	1	0.125	0.875	2.0
A2A_LIGANDS_193	True	1	0.14	0.86	2.0
A2A_LIGANDS_194	True	1	0.19	0.81	2.0
A2A_LIGANDS_206	True	1	0.02	0.98	2.0
A2A_LIGANDS_220	True	1	0.2	0.8	2.0
A2A_LIGANDS_224	True	1	0.0	1.0	2.0
A2A_LIGANDS_226	True	1	0.205	0.795	2.0
A2A_LIGANDS_230	True	0	0.655	0.345	2.0
A2A_LIGANDS_239	False	1	0.435	0.565	2.0
A2A_LIGANDS_247	True	1	0.275	0.725	2.0
A2A_LIGANDS_250	True	1	0.07	0.93	2.0
A2A_LIGANDS_252	True	1	0.175	0.825	2.0
A2A_LIGANDS_256	True	1	0.37	0.63	2.0
A2A_LIGANDS_261	False	0	0.77	0.23	2.0
A2A_LIGANDS_268	True	1	0.175	0.825	2.0
A2A_LIGANDS_279	True	1	0.315	0.685	2.0
A2A_LIGANDS_294	True	1	0.025	0.975	2.0
A2A_LIGANDS_304	True	1	0.025	0.975	2.0
A2A_LIGANDS_318	True	1	0.05	0.95	2.0
A2A_LIGANDS_328	False	0	0.92	0.08	2.0
A2A_LIGANDS_332	True	1	0.015	0.985	2.0
A2A_LIGANDS_335	False	0	0.945	0.055	2.0
A2A_LIGANDS_337	True	1	0.265	0.735	2.0
A2A_LIGANDS_339	False	1	0.39	0.61	2.0
A2A_LIGANDS_341	True	0	0.725	0.275	2.0
A2A_LIGANDS_346	True	0	0.77	0.23	2.0
A2A_LIGANDS_351	False	0	1.0	0.0	2.0
A2A_LIGANDS_353	True	1	0.215	0.785	2.0
A2A_LIGANDS_358	False	0	0.71	0.29	2.0
A2A_LIGANDS_360	True	1	0.06	0.94	2.0
A2A_LIGANDS_366	True	1	0.23	0.77	2.0
A2A_LIGANDS_371	False	0	0.985	0.015	2.0
A2A_LIGANDS_373	False	0	0.8	0.2	2.0
A2A_LIGANDS_374	True	0	0.615	0.385	2.0
A2A_LIGANDS_377	False	0	0.795	0.205	2.0
A2A_LIGANDS_379	True	1	0.29	0.71	2.0
A2A_LIGANDS_380	True	1	0.125	0.875	2.0
A2A_LIGANDS_387	False	0	0.69	0.31	2.0
A2A_LIGANDS_398	False	0	1.0	0.0	2.0
A2A_LIGANDS_404	True	1	0.105	0.895	2.0
A2A_LIGANDS_410	True	1	0.075	0.925	2.0
A2A_LIGANDS_416	True	0	0.815	0.185	2.0
A2A_LIGANDS_425	False	0	0.895	0.105	2.0
A2A_LIGANDS_429	True	1	0.37	0.63	2.0
A2A_LIGANDS_443	False	0	0.775	0.225	2.0
A2A_LIGANDS_452	True	1	0.06	0.94	2.0
A2A_LIGANDS_456	True	1	0.055	0.945	2.0
A2A_LIGANDS_459	False	0	0.92	0.08	2.0
A2A_LIGANDS_461	False	0	0.875	0.125	2.0
A2A_LIGANDS_466	True	1	0.05	0.95	2.0
A2A_LIGANDS_472	True	0	0.805	0.195	2.0
A2A_LIGANDS_480	True	1	0.065	0.935	2.0
A2A_LIGANDS_484	True	1	0.25	0.75	2.0
A2A_LIGANDS_489	True	1	0.01	0.99	2.0
A2A_LIGANDS_494	False	1	0.165	0.835	2.0
A2A_LIGANDS_497	True	0	0.81	0.19	2.0
A2A_LIGANDS_508	True	1	0.065	0.935	2.0
A2A_LIGANDS_517	True	1	0.085	0.915	2.0
A2A_LIGANDS_529	False	0	0.905	0.095	2.0
A2A_LIGANDS_533	False	0	0.78	0.22	2.0
A2A_LIGANDS_535	False	0	0.73	0.27	2.0
A2A_LIGANDS_539	True	1	0.03	0.97	2.0
A2A_LIGANDS_541	True	1	0.02	0.98	2.0
A2A_LIGANDS_559	False	0	0.995	0.005	2.0
A2A_LIGANDS_562	True	1	0.02	0.98	2.0
