QSPRID	O00222_imputed_Label	O15303_imputed_Label	P41594_imputed_Label	Q13255_imputed_Label	Q14416_imputed_Label	Q14831_imputed_Label	Q14832_imputed_Label	Q14833_imputed_Label	O00222_imputed_Prediction	O15303_imputed_Prediction	P41594_imputed_Prediction	Q13255_imputed_Prediction	Q14416_imputed_Prediction	Q14831_imputed_Prediction	Q14832_imputed_Prediction	Q14833_imputed_Prediction	Fold
tutorial_data_3488	5.071	4.955	6.461	5.1	6.825	4.752	6.044	5.834	5.071	4.955	4.384	5.254	6.108	4.752	6.044	5.282	2.0
tutorial_data_8042	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.0	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.433	2.0
tutorial_data_5601	5.071	4.955	6.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.594	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_3312	5.071	4.955	6.461	7.66	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.372	6.825	4.752	6.044	5.834	2.0
tutorial_data_7305	5.071	4.955	5.442	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.144	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_2159	5.071	4.955	6.41	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.596	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_7660	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.192	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.424	2.0
tutorial_data_4390	5.071	4.955	7.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.328	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_3359	5.071	4.955	6.461	7.8	6.825	4.752	6.044	5.834	4.857	4.964	6.89	6.517	6.26	4.602	5.635	5.467	2.0
tutorial_data_4322	5.071	4.955	7.66	5.0	6.825	4.752	6.044	5.834	4.857	4.964	7.16	5.824	6.26	4.602	5.635	5.467	2.0
tutorial_data_2461	5.796	4.955	6.461	6.286	6.825	6.0	6.044	6.0	5.556	4.955	6.461	6.286	6.825	5.1	6.044	5.667	2.0
tutorial_data_5682	5.071	4.955	6.461	6.286	8.01	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.675	4.752	6.044	5.834	2.0
tutorial_data_7408	5.071	4.955	7.42	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.562	5.554	6.825	4.752	6.044	5.834	2.0
tutorial_data_370	5.071	4.955	5.06	7.31	6.825	4.752	6.044	5.834	5.071	4.955	5.584	7.49	6.825	4.752	6.044	5.834	2.0
tutorial_data_713	5.071	4.955	7.89	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.218	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_4413	5.071	4.955	6.461	6.286	6.8	4.752	6.044	5.834	5.057	4.972	6.461	6.029	6.751	4.802	6.044	5.667	2.0
tutorial_data_131	5.071	4.955	5.523	7.973	6.825	4.752	6.044	5.834	5.071	4.955	5.711	7.411	6.825	4.752	6.044	5.834	2.0
tutorial_data_6107	5.071	4.955	6.461	6.286	7.45	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.04	4.752	6.044	5.834	2.0
tutorial_data_2152	5.071	4.955	7.475	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.177	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_6973	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.24	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.712	2.0
tutorial_data_2454	5.071	4.955	6.461	6.286	7.765	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.27	4.752	6.044	5.834	2.0
tutorial_data_4601	5.071	4.955	9.4	6.286	6.825	4.752	6.044	5.834	5.071	4.955	8.2	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_4006	5.071	4.955	6.461	6.286	8.43	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.01	4.752	6.044	5.834	2.0
tutorial_data_6113	5.071	4.955	6.461	6.286	6.91	4.752	6.044	5.834	5.057	4.972	6.461	6.029	7.147	4.802	6.044	5.667	2.0
tutorial_data_2144	5.071	4.955	6.67	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.584	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_812	5.071	4.955	6.258	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.377	6.286	6.825	4.752	6.044	5.834	2.0
tutorial_data_6357	5.071	4.955	6.461	6.286	3.914	4.752	6.044	5.834	4.857	5.053	6.413	6.045	5.084	4.602	5.166	4.663	2.0
tutorial_data_6977	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.75	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.1	2.0
tutorial_data_4034	5.071	4.955	6.461	6.286	7.04	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.71	4.752	6.044	5.834	2.0
tutorial_data_2767	5.071	4.955	6.461	6.286	7.6	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.524	4.752	6.044	5.834	2.0
tutorial_data_4701	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.291	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.996	2.0
tutorial_data_8121	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.551	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.559	2.0
tutorial_data_1392	5.071	4.955	6.89	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.106	6.029	6.46	4.802	6.044	5.834	3.0
tutorial_data_321	4.85	4.955	6.461	6.286	6.825	4.752	6.044	5.11	4.619	4.926	6.461	6.286	6.825	4.451	6.044	5.399	3.0
tutorial_data_111	5.071	4.955	7.01	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.374	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_2896	5.071	4.955	6.461	6.286	7.81	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.913	4.752	6.044	5.834	3.0
tutorial_data_524	5.071	4.955	6.461	7.112	6.825	4.752	6.044	5.834	5.057	4.955	5.885	8.313	6.46	4.752	6.044	5.834	3.0
tutorial_data_3982	5.071	4.955	6.461	6.286	8.12	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.955	4.752	6.044	5.834	3.0
tutorial_data_5396	5.071	4.955	6.461	6.17	6.825	4.752	6.044	5.97	5.071	4.955	6.461	5.923	6.825	4.752	6.044	5.831	3.0
tutorial_data_7282	5.071	4.955	7.23	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.782	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_1579	5.071	4.955	7.321	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.129	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_414	5.071	4.955	6.7	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.98	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_6322	3.523	4.955	3.523	3.876	4.3	4.752	3.523	3.523	4.452	4.904	3.558	4.096	4.412	4.752	4.705	5.372	3.0
tutorial_data_2575	5.071	4.955	6.461	6.286	6.3	4.752	6.044	5.834	4.857	4.964	6.761	6.517	5.96	4.602	5.635	5.467	3.0
tutorial_data_7727	5.071	4.955	6.461	7.18	6.825	4.752	6.044	5.834	5.071	4.955	6.461	7.02	6.825	4.752	6.044	5.834	3.0
tutorial_data_3425	5.071	4.955	6.461	6.73	6.825	4.752	6.044	6.32	5.071	4.955	6.461	7.379	6.825	4.752	6.044	5.99	3.0
tutorial_data_7315	5.071	4.955	5.498	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.148	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3961	5.071	4.955	6.461	6.286	8.57	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.31	4.752	6.044	5.834	3.0
tutorial_data_409	5.071	4.955	7.282	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.002	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_3955	5.071	4.955	6.461	6.286	6.99	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.73	4.752	6.044	5.834	3.0
tutorial_data_6335	5.071	4.955	6.461	6.286	7.575	4.752	9.21	5.834	5.071	5.106	6.461	6.286	7.137	4.752	8.485	5.653	3.0
tutorial_data_2950	5.071	4.955	6.461	7.27	6.825	4.752	6.044	5.834	4.857	4.964	6.669	7.065	6.26	4.602	5.635	5.467	3.0
tutorial_data_4985	5.071	4.955	7.2	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.886	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_269	5.071	4.955	6.461	6.286	6.357	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.398	4.752	6.044	5.834	3.0
tutorial_data_2946	5.071	4.955	6.461	7.822	6.825	4.752	6.044	5.834	5.071	4.955	6.236	7.859	6.825	4.752	6.044	5.834	3.0
tutorial_data_4015	5.071	4.955	6.461	6.286	7.59	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.946	4.752	6.044	5.834	3.0
tutorial_data_2782	5.071	4.955	5.822	6.286	6.825	4.752	6.044	5.834	5.071	4.955	4.966	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2312	5.071	4.955	4.56	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.304	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_788	5.071	4.955	7.64	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.407	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5134	5.071	4.955	6.461	6.286	8.17	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.633	4.752	6.044	5.834	3.0
tutorial_data_1743	5.071	4.955	6.461	6.286	8.41	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.172	4.752	6.044	5.834	3.0
tutorial_data_7053	5.071	4.955	6.59	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.915	6.517	6.26	4.602	5.635	5.305	3.0
tutorial_data_4286	5.071	4.955	5.523	8.68	6.825	4.752	6.044	5.834	5.071	4.955	5.628	6.872	6.825	4.752	6.044	5.834	3.0
tutorial_data_5352	5.071	4.955	6.461	6.286	7.46	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.59	4.752	6.044	5.834	3.0
tutorial_data_6797	5.071	4.955	7.14	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.016	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2923	5.071	4.955	6.461	6.286	8.17	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.12	4.752	6.044	5.834	3.0
tutorial_data_3048	5.071	4.955	6.461	7.02	6.825	4.752	6.044	5.834	4.857	4.964	6.938	6.517	6.26	4.602	5.635	5.472	3.0
tutorial_data_4223	5.071	4.955	4.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.626	5.829	6.825	4.752	6.044	5.834	3.0
tutorial_data_4526	5.071	4.955	7.33	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.232	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2306	5.071	4.955	6.038	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.304	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5769	5.071	4.955	6.192	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.326	6.517	6.26	4.602	5.635	5.472	3.0
tutorial_data_4110	5.071	4.955	5.6	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.905	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2410	5.071	4.955	6.088	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.191	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3418	5.071	4.955	6.461	7.48	6.825	4.752	6.044	5.94	5.071	4.955	6.461	7.33	6.825	4.752	6.044	6.038	3.0
tutorial_data_5070	5.071	4.955	7.3	5.0	6.825	4.752	6.044	5.834	4.857	4.964	7.416	5.746	6.26	4.602	5.635	5.467	3.0
tutorial_data_5434	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.6	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.188	3.0
tutorial_data_7633	5.071	4.955	7.24	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.681	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2776	5.071	4.955	9.0	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.303	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_5732	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.752	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.754	3.0
tutorial_data_2049	5.071	4.955	6.0	8.282	6.825	4.752	6.044	5.834	5.071	4.955	5.272	8.434	6.825	4.752	6.044	5.834	3.0
tutorial_data_957	5.071	4.955	6.461	6.286	6.55	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.288	4.752	6.044	5.834	3.0
tutorial_data_6882	5.071	4.955	6.461	6.41	6.825	4.752	6.044	5.0	5.071	4.955	6.461	5.768	6.825	4.752	6.044	5.929	3.0
tutorial_data_517	5.071	4.955	6.461	6.286	6.55	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.575	4.752	6.044	5.834	3.0
tutorial_data_3503	5.071	4.955	6.412	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.14	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_926	5.071	4.955	8.18	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.399	5.327	6.825	4.752	6.044	5.834	3.0
tutorial_data_355	5.071	4.955	7.5	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.59	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_7438	5.071	4.955	7.39	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.281	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_4677	5.071	4.955	5.7	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.088	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_239	5.071	4.955	6.461	6.286	6.825	4.752	6.044	8.22	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.984	3.0
tutorial_data_6531	5.071	4.955	6.461	6.96	6.825	4.752	6.044	5.834	4.857	4.964	7.088	6.517	6.261	4.602	5.426	5.467	3.0
tutorial_data_1020	5.071	4.955	6.461	6.286	7.53	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.88	4.752	6.044	5.834	3.0
tutorial_data_5005	5.071	4.955	4.0	7.11	6.825	4.752	6.044	5.834	5.071	4.955	4.0	4.918	6.825	4.752	6.044	5.834	3.0
tutorial_data_799	5.071	4.955	6.461	6.286	5.938	4.752	6.044	5.834	5.071	4.955	6.849	6.286	6.539	4.752	6.044	5.834	3.0
tutorial_data_368	5.071	4.955	5.0	6.66	6.825	4.752	6.044	5.834	5.071	4.955	5.702	7.127	6.825	4.752	6.044	5.834	3.0
tutorial_data_3974	5.071	4.955	6.461	6.286	7.85	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.992	4.752	6.044	5.834	3.0
tutorial_data_3826	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.47	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.329	3.0
tutorial_data_6522	5.071	4.955	8.601	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.062	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_585	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.5	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.894	3.0
tutorial_data_1595	5.071	4.42	6.461	6.286	6.825	4.752	6.044	5.834	4.857	5.107	6.761	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_5429	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.1	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.808	3.0
tutorial_data_5199	5.071	4.955	5.62	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.537	6.517	6.26	4.602	5.635	5.305	3.0
tutorial_data_5908	5.071	4.955	6.49	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.016	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_6334	5.071	4.955	6.461	6.286	7.73	4.752	8.35	5.834	5.071	4.955	6.461	6.286	7.239	4.752	8.427	5.834	3.0
tutorial_data_3309	5.071	4.955	6.461	6.286	6.18	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.854	4.752	5.835	5.834	3.0
tutorial_data_8216	5.071	4.955	5.54	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.886	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5744	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.765	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.035	3.0
tutorial_data_5192	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.26	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.178	3.0
tutorial_data_7309	5.071	4.955	6.34	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.05	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3343	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.172	4.857	4.964	6.761	6.517	6.261	4.602	5.426	5.779	3.0
tutorial_data_883	5.071	4.955	7.367	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.586	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5350	5.071	4.955	6.461	6.286	7.55	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.512	4.752	6.044	5.834	3.0
tutorial_data_2829	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.011	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.061	3.0
tutorial_data_2009	5.071	4.955	6.461	7.21	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.379	6.825	4.752	6.044	5.834	3.0
tutorial_data_2147	5.071	4.955	7.467	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.131	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3316	5.071	4.955	6.461	7.481	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.34	6.825	4.752	6.044	5.834	3.0
tutorial_data_5867	5.071	4.955	5.12	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.525	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_6142	5.071	4.955	6.461	6.286	7.0	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.056	4.752	5.835	5.834	3.0
tutorial_data_5403	5.071	4.955	6.461	6.286	5.93	4.752	6.044	5.834	5.071	4.869	6.074	6.286	6.868	4.752	5.74	5.572	3.0
tutorial_data_4837	5.071	4.955	6.372	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.939	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2385	5.071	4.955	6.461	6.286	6.34	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.158	4.752	6.044	5.834	3.0
tutorial_data_610	5.071	4.955	7.41	6.401	6.825	4.752	6.044	5.834	5.071	4.955	7.389	6.225	6.825	4.752	6.044	5.834	3.0
tutorial_data_7222	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.588	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_4622	5.071	4.955	7.8	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.48	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_7783	5.071	4.955	5.68	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.456	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_7828	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.523	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.082	3.0
tutorial_data_5522	5.071	4.955	6.64	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.41	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2348	5.071	4.955	5.8	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.99	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_481	5.071	4.955	7.82	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.958	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_7402	5.071	4.955	7.77	6.12	6.825	4.752	6.044	5.834	5.071	4.955	6.948	5.476	6.825	4.752	6.044	5.834	3.0
tutorial_data_4176	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.1	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.941	3.0
tutorial_data_5277	5.071	4.523	4.523	6.286	6.87	4.752	4.523	4.523	5.071	4.782	5.686	6.286	6.903	4.752	5.436	5.309	3.0
tutorial_data_4821	5.071	4.955	7.1	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.165	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3502	5.071	4.955	6.87	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.14	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_6896	5.071	4.955	6.461	5.0	6.825	4.752	6.044	5.834	5.071	4.955	6.461	5.981	6.825	4.752	6.044	6.113	3.0
tutorial_data_7420	5.071	4.955	7.54	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.742	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_5660	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.42	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.15	3.0
tutorial_data_4340	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.581	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_1901	5.071	4.955	4.0	6.95	6.825	4.752	6.044	5.834	5.071	4.955	5.315	7.581	6.46	4.802	6.044	5.667	3.0
tutorial_data_2919	5.071	4.955	6.461	6.286	7.38	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.22	4.752	6.044	5.834	3.0
tutorial_data_293	5.463	4.955	6.461	6.286	6.825	5.319	6.044	5.0	5.524	4.955	6.461	6.286	6.825	5.041	6.044	5.38	3.0
tutorial_data_1007	5.071	4.955	6.94	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.98	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_4037	5.071	4.955	6.461	6.286	7.86	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.454	4.752	6.044	5.834	3.0
tutorial_data_3481	5.071	4.955	8.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.6	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5422	5.071	4.955	8.19	6.286	6.825	4.752	6.044	5.834	5.071	4.955	8.424	5.933	6.825	4.752	6.044	5.834	3.0
tutorial_data_1236	5.071	4.955	6.442	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.158	6.029	6.46	4.802	6.044	5.834	3.0
tutorial_data_907	5.071	4.955	6.461	6.286	7.77	4.752	6.044	5.834	5.057	4.972	6.461	6.029	7.803	4.802	5.74	5.667	3.0
tutorial_data_6365	5.132	5.615	6.461	6.286	7.9	4.752	8.225	5.834	5.088	5.18	6.113	6.071	6.779	4.512	6.256	5.821	3.0
tutorial_data_4341	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.35	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.454	3.0
tutorial_data_7321	5.071	4.955	7.8	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.482	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_4045	5.071	4.955	6.461	6.286	7.88	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.936	4.752	6.044	5.834	3.0
tutorial_data_956	5.071	4.955	6.461	6.286	6.8	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.288	4.752	6.044	5.834	3.0
tutorial_data_3403	5.071	4.955	6.461	5.0	6.825	4.752	6.044	5.834	5.071	4.955	6.461	5.901	6.825	4.752	6.044	5.834	3.0
tutorial_data_5136	5.071	4.955	6.461	6.286	7.89	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.481	4.752	6.044	5.834	3.0
tutorial_data_7855	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.7	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.754	3.0
tutorial_data_4451	5.071	4.955	5.85	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.54	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_1823	5.071	4.955	5.52	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.182	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2881	5.071	4.955	7.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.824	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5073	5.071	4.955	9.0	6.2	6.825	4.752	6.044	5.834	5.071	4.955	8.133	6.17	6.825	4.752	6.044	5.834	3.0
tutorial_data_4921	5.071	4.955	7.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.415	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_5609	5.071	4.955	6.91	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.768	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_3931	5.071	4.955	6.461	6.286	7.98	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.684	4.752	6.044	5.834	3.0
tutorial_data_6072	5.071	4.955	6.461	6.286	6.77	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.738	4.752	5.835	5.834	3.0
tutorial_data_7178	5.071	4.955	7.72	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.813	6.517	6.26	4.602	5.635	5.467	3.0
tutorial_data_3827	5.071	4.955	6.461	6.286	5.372	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.794	4.752	6.044	5.834	3.0
tutorial_data_6308	5.18	5.86	6.461	6.286	9.8	4.752	9.96	5.834	4.83	5.188	6.413	6.302	6.214	4.602	5.848	5.467	3.0
tutorial_data_2032	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.78	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.638	3.0
tutorial_data_1439	5.071	4.955	6.461	6.286	6.5	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.66	4.752	6.044	5.834	3.0
tutorial_data_401	5.071	4.955	6.461	6.286	6.2	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.157	4.752	6.044	5.834	3.0
tutorial_data_1926	5.071	4.955	6.92	5.64	6.825	4.752	6.044	5.834	5.071	4.955	6.963	5.614	6.825	4.752	6.044	5.834	3.0
tutorial_data_1730	4.85	4.955	6.461	6.286	6.825	4.752	6.044	5.183	4.986	5.204	6.461	6.286	6.825	4.247	6.044	5.722	3.0
tutorial_data_2736	5.071	4.955	6.461	6.286	7.5	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.48	4.752	6.044	5.834	3.0
tutorial_data_494	5.071	4.955	6.461	6.286	6.32	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.45	4.752	6.044	5.834	3.0
tutorial_data_745	5.071	4.955	7.92	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.484	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_2510	5.071	4.955	7.06	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.594	6.286	6.825	4.752	6.044	5.834	3.0
tutorial_data_1795	5.071	4.955	6.461	6.286	4.523	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.178	4.752	5.816	5.834	3.0
tutorial_data_6888	5.071	4.955	6.461	5.0	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.163	6.825	4.752	6.044	6.113	3.0
tutorial_data_7851	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.77	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.984	3.0
