SMILES	pchembl_value_Mean	Year
C=CCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21	10.8	2010.0
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3F)CC2)c2nc(-c3ccco3)nn12	9.22	2007.0
CCC(CC)CNc1nc(NCCc2cn(CC)cn2)nc2c1ncn2C1CC(n2cc(CO)cn2)C(O)C1O	8.27	2010.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)[nH]2)n(C)c1=O	7.18	2006.0
N#Cc1c(N=Cc2ccc(F)cc2)n(CCc2ccccc2)c(=S)s1	8.58	2013.0
NNc1nc2c(scc2)c(C(=O)c2cccs2)n1	7.22	2008.0
CCN(C(C)=O)c1c2sc(NC(=O)C3CCC(NC(=O)c4cccc(C(F)(F)F)c4)C3)nc2c(OC)cc1	7.3	2011.0
COc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	10.0	2007.0
Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C(F)(F)F)n1	8.46	2012.0
COc1c(OC)cc(-c2cn3cc(-c4ccco4)ccc3n2)cc1	6.62	2018.0
c1ccc(-c2nc3c(nc(C4CCCC4)[nH]3)c(-c3ccccc3)n2)cc1	7.26	2006.0
c1coc(-c2nc3c(cc2-c2ccncn2)nc[nH]3)c1	5.44	2010.0
Cc1nn(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)c(C)c1	8.0	2008.0
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1cc(Cl)ccc1	6.5	2010.0
Cc1csc(-c2nc(N)c3cc(C4(c5ccccc5)CC4)sc3n2)n1	6.97	2013.0
CCCn1c(=O)c2c([nH]c(-c3cn(-c4cnc(C(F)(F)F)cc4)nc3)n2)n(CC)c1=O	5.65	2008.0
Cc1nc(C)cc(-c2nnc(N)nc2-c2ccc(F)cc2)c1	8.145	2012.0
CCCn1cc2c(n1)nc(NC(=O)Nc1cccc(Cl)c1)n1nc(-c3ccco3)nc21	5.91	1999.0
Nc1nc(-c2ccc(S(N)(=O)=O)cc2)cn2c(=O)n(-c3ccccc3)nc12	6.07	2020.0
CNc1nc2nc(-c3ccco3)nn2c(NCc2ccccc2)n1	6.76	2016.0
CCOc1nc2c(ncn2C2OC(CO)C(O)C2O)c(N)n1	6.44	1991.0
COc1ccccc1Cn1c(=O)n(-c2cccc(C)c2)c2nc(NC3CC3)ncc21	6.5	2009.0
OC1C(O)C(n2cnc3c2nc(Cl)nc3NCC2CC2)C2CC12	5.36	2011.0
O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12	7.5	2009.0
c1ccc(Sc2nc(NC3CCCCC3)c3nc[nH]c3n2)cc1	4.85	2005.0
COCC1CCCN1c1cc(NC(=O)OC)nc(-n2nc(C)cc2C)n1	7.72	2009.0
OC1C(CCl)OC(n2cnc3c2ncnc3NC(C2CCC2)C2CCC2)C1O	5.28	2019.0
Cn1c(=O)c2c(cc(-c3ccc(OCC(=O)NCc4ccccc4)cc3)[nH]2)n(C)c1=O	6.74	2006.0
CCCn1c(=O)n(C)c(=O)c2c1cc(-c1ccc(OCC(=O)N3CCC(c4ccccc4)(c4ccccc4)CC3)cc1)[nH]2	5.45	2008.0
CCn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(F)c4)nc3)n2)n(C)c1=O	6.64	2008.0
COc1c2nc(N)nc(C(=O)NC3CCCc4c3nccc4)c2ccc1	6.75	2016.0
Cn1cc2c(n1)nc(NCCCCCN)n1nc(-c3ccco3)nc21	7.28	2019.0
CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccc(F)s4)nc31)C(O)C2O	5.33	2020.0
Cc1c(C(=O)c2cnc(N)n2-c2ccc(F)cc2)sc(Nc2ccccc2)n1	5.09	2018.0
Nc1c2nc(-c3ccco3)sc2nc(NCc2cnccn2)n1	8.106666666666667	2018.0
COc1ccc(-n2cc3c(n2)c(N)nc2c3cccc2)cc1	5.97	2000.0
COc1cc(Nc2nc3c(ncnc3N3CCCC3)s2)cc(OC)c1OC	6.99	2016.0
COc1c2nc(NC(=O)C(C)(C)Oc3ccc(Cl)cc3)sc2c(N2CCOCC2)cc1	7.29	2017.0
CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1	6.24	2018.0
CC(C)(C)OC(=O)NCCNc1nc2nc(-c3ccco3)nn2c(N)n1	7.39	2011.0
COc1c2nc(NC(=O)C(C)(C)Oc3ccc(F)cc3)sc2c(N2CCOCC2)cc1	8.135	2017.0
Cn1c(=O)c2c(cc(-c3ccc(OCC(=O)N4CCN(c5c(Cl)cncc5Cl)CC4)cc3)[nH]2)n(C)c1=O	6.49	2008.0
COc1cc(Nc2nc3c(ncnc3Cl)s2)cc(OC)c1OC	5.98	2016.0
CCCCC#Cc1nc2c(ncn2C2OC(CO)C(O)C2O)c(NOC)n1	6.57	2007.0
Nc1nc(-c2ccccc2)cc2nc(-c3ccco3)nn12	8.15	2011.0
COc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C	7.77	2011.0
Cc1cccc(-n2cc3c(n2)c(N)nc2c3cccc2)c1	6.64	2000.0
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cn(C(C)(C)C)nc4)CC3C)nc21	8.03	2015.0
CC(=O)Nc1nc2c(cccc2)c2cn(-c3ccc(C)cc3)nc12	5.82	2007.0
COc1ccc(C=Cc2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1	6.61	2013.0
Cc1nn(-c2nc(-c3ccc(C)o3)nc(NC(=O)COc3ccccc3CCN3CCOCC3)c2)c(C)c1	8.92	2008.0
Nc1nc(NCCN2CCN(c3c(F)cc(F)cc3)CC2)nc2nc(-c3ccco3)nn12	9.19375	2016.0
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(Cl)cc2)s1)c1ccccc1	7.41	2020.0
CCCn1c(Br)nc2c1ncnc2NCc1ccccc1	5.93	2015.0
Cc1cc(-c2nc(NC(=O)C(C)Oc3ccccc3)n[nH]2)ccc1	5.725	2012.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(F)ccc4)nc3)n2)n(CCC)c1=O	6.64	2006.0
Nc1nc(C(=O)NCc2cccc3c2nccc3)c2cccc(F)c2n1	9.3	2016.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4ccc(OC)cc4)nc3)n2)n(CCC)c1=O	7.21	2006.0
COc1cc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NC(C)C)nc32)ccc1	7.22	2009.0
Cc1c(NC(=O)CC(C)(C)C)c(Cl)cc(C(=O)Nc2nccs2)c1	7.5	2011.0
CCOC(=O)C(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C(O)c1ccccc1	6.42	2021.0
CN1CCN(CCNc2nc3nc(-c4ccco4)nn3c(N)n2)CC1	7.11625	2016.0
Cc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C	7.445	2011.0
Cc1cnc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	9.0	2007.0
CN(C)c1nc(N)nc(-c2c(-c3ccccc3)nc(NC(=O)c3ccccc3)s2)n1	6.49	2013.0
N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1N	7.5	2008.0
Nc1nc(-c2ccco2)c([N+](=O)[O-])c(NC(=O)c2c(F)cccc2)n1	7.64	2009.0
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12	7.313333333333333	2003.0
CCN(CCN1CCN(c2c(F)cc(F)cc2)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1	9.05	2009.0
Cn1cc2c(n1)nc(NC1CCCCCC1)n1nc(-c3ccco3)nc21	6.47	2012.0
CC(NC(=O)n1cnc2c1nc(N)nc2-c1ccco1)c1ccccc1	8.14	2008.0
Nc1c2cc(CN3CCC(F)C3)sc2nc(-c2ccco2)n1	7.99	2011.0
Cc1ccc(-c2nc3cn(-c4ccccc4)nc3c(N)n2)o1	7.0	2016.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2nc(N3CCC(O)CC3)ccc2)c1	8.72	2008.0
Cc1ccc2c(O)c(C(=O)NCCc3ccccc3)cnc2n1	6.82	2005.0
COc1c2nc(NC(=O)c3ccc(F)cc3)sc2c(N(C)C(C)=O)cc1	7.41	2010.0
Cc1cc(Nc2nc3c([nH]2)n(C)c(=O)n(C)c3=O)ccc1	5.92	2010.0
Cn1c(=O)c2c([nH]c(Cc3ccc(OCCCn4ccnc4)cc3)n2)n(C)c1=O	8.5	2014.0
COc1cc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccccc4)nc32)ccc1	7.14	2009.0
CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1	9.05	2008.0
CCCn1cnc2c1nc(N)n1nc(-c3ccco3)nc21	8.23	2007.0
COC(=O)CCC(=O)N1CCN(c2nc3nc(-c4ccco4)nn3c(N)n2)CC1	7.18	2011.0
CCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(C(F)(F)F)ccc4)nc3)n2)n(C)c1=O	6.63	2008.0
Cn1cc2c(n1)nc(NC(=O)Nc1cccc[n+]1[O-])n1nc(-c3ccco3)nc21	6.96	2006.0
CCCn1c(=O)c2c([nH]c(-c3cn(CC4CCN(c5ccc(OC(F)(F)F)cc5)C4=O)nc3)n2)n(CCC)c1=O	7.44	2017.0
C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12	6.74	2014.0
CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCC(=O)NCCNCCN)nc3NCc1cc(Cl)ccc1)C(O)C2O	6.05	2009.0
CC(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1	7.140000000000001	2011.0
Cc1ccc(C(=O)c2c(-c3ccccc3)nc(NC(=O)c3ccco3)s2)cc1	5.92	2020.0
CCCCn1cc2c(n1)nc(N)n1nc(-c3ccco3)nc21	8.8	2000.0
Nc1nc(-n2cccn2)nc(-n2cccn2)c1Cl	7.77	2014.0
Cn1cc2c(n1)nc(NC(=O)Cc1ccccc1)n1nc(-c3ccc([N+](=O)[O-])cc3)nc21	4.62	2010.0
Nc1nc(NCCCNC(=O)c2ccc(S(=O)(=O)F)cc2)nc2nc(-c3ccco3)nn12	8.629999999999999	2018.0
CCCn1c(=O)c2c(cc(-c3ccc(COC(=O)Nc4ccc(F)cc4)cc3)[nH]2)n(CCC)c1=O	6.93	2009.0
CC(=O)Nc1nc(-c2cc(F)ccc2)c(-c2ccncc2)cc1	6.54	2010.0
COc1ccc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)cc1OCCN1CCCCC1	5.57	2009.0
O=C(Cc1cc(Cl)ccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12	8.24	2009.0
Cn1cc2c(n1)nc(NCc1ccc(-c3ccccc3)cc1)n1nc(-c3ccco3)nc21	6.23	2012.0
Cc1ccc(S(=O)(=O)n2cc(CCOc3nc(N=C(N)N)c4ncn(C5OC(CO)C(O)C5O)c4n3)c3ccccc32)cc1	6.46	2007.0
Nc1nc(Cc2ccccc2)cn2c1nc1c2cccc1	7.774999999999999	2021.0
COc1ccc(C2CCN(C(=O)COc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3OC)CC2)cc1	6.06	2008.0
Cn1c(=O)n(CC2CC2)c(=O)c2c1nc(-c1cn(Cc3cccc(C(F)(F)F)c3)nc1)[nH]2	6.51	2008.0
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)NC(CC(=O)O)C(=O)O)cc4)nc32)C(O)C1O	6.855	2012.0
CCCCCCC#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1	7.5	1992.0
CC(C)CCn1cc2c(n1)nc(NC(=O)Cc1cccc3ccccc13)n1nc(-c3ccco3)nc21	7.38	2003.0
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12	6.7	1999.0
Nc1c2cc(Cc3ccccc3)sc2nc(-c2ccc(C3CC3)o2)n1	6.58	2013.0
Nc1nc(-n2cccn2)nc(NCC2CC2)c1Br	8.0	2014.0
O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CCCC1	6.71	2011.0
CNc1c2ncn(C3OC(CO)C(O)C3O)c2nc(-n2cc(C(=O)NCc3ccc(Cl)cc3)cn2)n1	5.4	2004.0
CCn1cc2c(n1)nc(NC(=O)Nc1cc(Cl)ccc1)n1nc(-c3ccco3)nc21	6.739999999999999	1999.0
Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(NN=Cc2ccc(C(F)(F)F)cc2)n1	7.21	2019.0
O=c1n(-c2ccccc2)nc2c(NC3CCCC3)nc3c(cccn3)n12	6.68	2009.0
N#Cc1ccc(-c2nc(N)c3cc(CN4CC=CCC4)sc3n2)cc1	6.75	2011.0
O=C(Nc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12	7.29	2014.0
CNc1ncc(C(=O)OCc2cc(F)ccc2)c2nc(-c3ccco3)nn12	7.49	2018.0
N#Cc1c(N)nc(SCc2cc(C(=O)O)ccc2)c(C#N)c1-c1ccco1	6.24	2019.0
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1	7.44	2011.0
COC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	7.02	2011.0
CC(C)CCn1cc2c(n1)nc(N)n1nc(-c3ccco3)nc21	9.11	2000.0
CCN(CC)C(=O)c1cc2c(cc1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC	8.51	2010.0
CCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12	6.68	2012.0
Clc1c2nc(Nc3ccccc3)sc2ncn1	5.82	2016.0
CCCCC#Cc1nc(NCc2cc(I)ccc2)c2ncn(C3C(O)C(O)C4CC43)c2n1	5.6	2014.0
Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12	6.86	2017.0
CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#Cc2ccncc2)n1	5.2	2007.0
Nc1nc(-c2ccccc2)c2C(=O)c3c(cc(CN4CCCC4)cc3)-c2n1	8.39	2010.0
Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1	6.9350000000000005	2012.0
CCCC(=O)Nc1nc(-c2cscc2)cc(-c2cscc2)n1	5.34	2011.0
CC(=O)Nc1nc(-c2ccco2)nc(-c2ccco2)c1	8.09	2011.0
CCOC(=O)c1nc(N)nc2nn(C)cc12	5.7	2015.0
Cn1cc2c(n1)nc(NC(CO)CO)n1nc(-c3ccco3)nc21	6.22	2012.0
OCC1OC(n2cnc3c2ncnc3NC2CC[Se]C2)C(O)C1O	5.26	2007.0
Nc1nc2c(cnn2CCCc2ccc([N+](=O)[O-])cc2)c2nc(-c3ccco3)nn12	9.0	2002.0
CN1CCN(c2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1	5.11	2012.0
CCc1cn(C2CC(n3cnc4c3nc(NCCc3cn(CC)cn3)nc4NCC(c3ccccc3)c3ccccc3)C(O)C2O)nc1	6.84	2010.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cocc1	6.79	2009.0
Nc1nc(OCCc2c[nH]cc2)nc2c1ncn2C1OC(CO)C(O)C1O	7.02	2007.0
Nc1nc2c(cnn2CC2CCCCC2)c(-c2ccco2)n1	7.35	2008.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)n4ccc(N)n4)cc3)[nH]2)n(CCC)c1=O	7.58	2006.0
CCn1c(=O)c2c([nH]c(-c3cccs3)n2)n(CCCOC)c1=O	6.66	2009.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)[nH]2)c1=O	6.0	2019.0
CCCn1c(=O)c2c(c(Cl)c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)[nH]2)n(CCC)c1=O	7.22	2006.0
NCc1ccc(Cn2nnc3c2nc(N)nc3-c2ccco2)cc1	6.62	2009.0
C=CCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O	6.51	2009.0
CCCCNc1nc(N)c2nc(-c3ccco3)sc2n1	8.09	2016.0
Oc1c2cc(-c3ccncn3)c(-c3ccco3)nc2n[nH]1	6.75	2010.0
CS(=O)(=O)OCCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	7.34	2010.0
CCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6OCOc6c5)CC4)cc3)[nH]2)c1=O	6.99	2009.0
N#Cc1c(-c2ccccc2)cc(-c2ccc[nH]2)nc1N	6.19	2008.0
N#Cc1c(-c2ccc(F)cc2)c2c(CCC2)nc1N	6.63	2006.0
CCCn1c(=O)c2c([nH]c(-c3cn(-c4cnccc4)nc3)n2)n(CC)c1=O	6.51	2008.0
C=CCN1C(=O)N2CC(CC)N=C2c2c1[nH]c(-c1cc(OC)no1)n2	5.82	2011.0
CCCCc1nc2c(nc[nH]2)c2nc(-c3ccc(OCCC)cc3)nn12	7.31	2002.0
Nc1nc2c(cnn2CCN2CCc3c(ccc(C(F)(F)F)n3)C2)c2nc(-c3ccco3)nn12	8.3	2008.0
Nc1ncnc2c1nc(Br)n2C1CCC1	6.18	2009.0
Nc1nc(N2CCCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12	5.83	2015.0
Cc1ccc(-c2c(O)c3c([nH]2)c(=O)n(C)c(=O)n3C)cc1	5.61	2008.0
OCC1OC(n2cnc3c2ncnc3NC2CCOC2)C(O)C1O	5.41	2007.0
CCc1c(O)cc2occ(-c3csc(C)n3)c(=O)c2c1	7.3	2014.0
Nc1nc(N2CCN(C(=O)Cc3ccc(Br)cc3)CC2)nc2nc(-c3ccco3)nn12	7.06	2011.0
O=C(Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12)c1ccccc1	5.99	2007.0
N#Cc1c(-c2ccc(O)cc2)c(C#N)c(SCc2ncc[nH]2)nc1N	7.55	2004.0
Cc1c(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)ccs1	6.39	2006.0
CCCn1c(=O)c2c(c(OS(=O)(=O)O)c(-c3ccco3)[nH]2)n(CCC)c1=O	6.39	2008.0
Cc1cn2c(=O)n(-c3ccccc3)nc2c(N)n1	6.31	2017.0
c1ccc(Oc2nc(NC3CCCCC3)c3nc[nH]c3n2)cc1	4.8	2005.0
OCC1OC(n2cnc3c2ncnc3NCc2cnccc2)C(O)C1O	5.64	2005.0
COc1ccc(NC(=O)Nc2nc3cn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1	6.83	2012.0
Cc1ccc(Nc2nc(CSC(C)C(=O)N3CCCCCC3)nc(N)n2)cc1	4.48	2010.0
Nc1nc2c(cnn2CCc2cc3c(cc2)nc(CN2CCOCC2)cc3)c2nc(-c3ccco3)nn12	8.64	2008.0
Cn1cc2c(n1)nc(NC(=O)NC1CCN(C(=O)NCCCc3ccccc3)CC1)n1nc(-c3ccco3)nc21	5.79	2012.0
O=C(Nc1nc(-c2ccccn2)c(-c2ccncc2)cc1)C1CC1	6.06	2010.0
CCOC(=O)c1cnc(N2CCCCC2)n2nc(-c3ccco3)nc12	5.09	2014.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4ccc(OC(F)(F)F)cc4)cc3)[nH]2)n(CCC)c1=O	6.97	2006.0
CNc1ncnc2c1ncn2C1SC(C(=O)NC2CC2)C(O)C1O	6.79	2009.0
Cc1ccc(-c2cc(C(=O)NCc3ccc[nH]3)nc(N)n2)o1	8.7	2009.0
Nc1ccc(-n2nc3c(N)nc(-c4ccccc4)cn3c2=O)cc1	5.46	2017.0
Nc1nc(-c2ccc(NC(=O)CCN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12	8.44	2020.0
CCN(C(C)=O)c1ccc(OC)c2c1sc(NC(=O)C1CCN(C(=O)c3cccc(C(F)(F)F)c3)CC1)n2	6.64	2011.0
COC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cncc(OC)c2)c1	8.13	2008.0
COc1ccc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)cc1OCCN1CCOCC1	7.0	2009.0
c1ccc(Nc2nc3ccccc3n3nc(-c4ccco4)nc23)cc1	7.19	2008.0
Nc1c2ncn(C3OC(CO)C(O)C3O)c2ncn1	6.153333333333333	1991.0
Nc1nc(OCCc2cscc2)nc2c1ncn2C1OC(CO)C(O)C1O	7.88	1991.0
N#Cc1ccccc1-c1nc(N)nc(C(=O)NCc2ccccn2)c1	6.59	2009.0
CCCCn1cc2c(n1)nc(NC(=O)Nc1cccc(Cl)c1)n1nc(-c3ccco3)nc21	7.02	2000.0
CCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]2)c1=O	6.63	2009.0
Cn1c(=O)c2c(nc3N(C4CCCCCCC4)CCCCn32)n(C)c1=O	5.62	2011.0
COCCOc1cc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)ccc1	9.3	2017.0
CCn1c(=O)c2c([nH]c(-c3ccc[nH]3)n2)n(CCCOC)c1=O	6.68	2009.0
NC(=O)c1cc(Cn2nnc3c2nc(N)nc3-c2ccco2)ccc1	7.96	2009.0
Cc1nn(-c2nc(-c3ccc(C)o3)nc(NC(=O)COc3cc(F)ccc3)c2)c(C)c1	8.43	2008.0
Cc1cc(-n2cc3c(n2)c(NC(=O)c2ccccc2)nc2c3cccc2)ccc1	5.555	2007.0
Nc1c2cc(CN3CCCCCC3)sc2nc(-c2ccc(Cl)o2)n1	7.48	2011.0
CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12	7.15	2018.0
CC(=O)OC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1	4.66	2011.0
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)N1CCc2c(cccc2)C1	5.17	2008.0
Cc1ccc(Nc2nc3c(ncnc3N3CCCC3)s2)cc1	6.01	2016.0
Cn1c(-c2ccc(O)cc2)nc2c1ncnc2NC1CCCC1	6.27	2018.0
O=c1c2c(c(-c3cscc3)nn1Cc1ccccc1)c1cc(-c3ccccc3)nn1cn2	7.16	2015.0
COc1c(OC)cc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1	6.8	2008.0
CCn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(Cc2ccco2)c1=O	7.05	2009.0
CCOc1c(-c2nc(N)nc(C(=O)NCc3ncccc3)c2)cccc1	6.6	2009.0
CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1	5.46	2014.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4ccc([N+](C)(C)C)cc4)cc3)[nH]2)n(CCC)c1=O	6.15	2006.0
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)c(Cl)c5)CC4)nc32)C(O)C1O	7.47	2015.0
Cn1cc2c(n1)nc(NC(=O)NC1CCN(Cc3ccccc3)CC1)n1nc(-c3ccco3)nc21	6.28	2012.0
Nc1nc(-c2ccccc2)c(-c2ccc3ccccc3c2)cn1	6.89	2017.0
O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1	5.526666666666666	2008.0
NCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	8.17	2011.0
C#CCN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1	6.1	2012.0
COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1	6.2475000000000005	1999.0
CCn1cc2c(n1)nc(N)n1nc(-c3ccc(Cl)cc3)nc21	6.07	2010.0
O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1	6.96	2011.0
OCCN(CCO)c1nc2c(cccc2)n2nc(-c3ccco3)nc12	6.96	2008.0
CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3cccc(Cl)c3)C(O)C2O)n1	7.53	2017.0
Cc1cccnc1CNC(=O)c1cc(-c2c(F)cccc2)nc(N)n1	7.85	2009.0
CCN(C(C)=O)c1ccc(OC)c2c1sc(NC(=O)C1CCN(Cc3cccc(C(F)(F)F)c3)CC1)n2	6.0	2011.0
Cn1c(NC(=O)c2cccc(C#N)c2)nc2c1ncc(C(=O)N1CCCCC1)c2	6.83	2010.0
CC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1	6.42	2004.0
CCOC(=O)c1nn(-c2ccccc2)c(=O)c(N)n1	5.31	2020.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2nc(N3CCOCC3)ccc2)c1	9.08	2008.0
CNC(=O)C1OC(n2cnc3c2nc(C#Cc2ccc(F)cc2)nc3NOC)C(O)C1O	4.73	2007.0
CCOC(=O)c1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	8.4	2002.0
Nc1cc(Cn2ncc3c2nc(N)nc3-c2ccco2)ccc1	8.4	2008.0
CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)n2)n(CCCOC)c1=O	6.77	2009.0
CCCn1c(-c2ccccc2)nc2c1ncnc2N	6.31	2018.0
Cc1c(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cccc1	6.12	2005.0
COC(=O)C1OC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O	5.32	2008.0
Nc1nc(CCCc2ccc(O)cc2)nc2cn(-c3ccccc3)nc12	6.14	2014.0
Cn1c(=O)c2c(nc3CN(CCCc4ccc(Cl)cc4)CCn32)n(C)c1=O	6.64	2016.0
COCCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	9.22	2007.0
N#Cc1ccc(-c2nc(N)c3cc(CN4CC=CC4)sc3n2)cc1	7.1	2011.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cccc(C)c4F)nc3)n2)n(CCC)c1=O	6.34	2006.0
Cc1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1	6.54	2006.0
O=C(C=Cc1c2ccccn2nc1-c1ccccc1)N1CCCCC1CCO	5.89	1996.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccco3)nc21	6.42	2002.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2ccccc2)c1	7.06	2008.0
COc1c2nc(NC(=O)C(C)(C)Oc3ccc(C)cc3)sc2c(N2CCOCC2)nc1	7.26	2017.0
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2c1ncc(C(N)=O)c2	5.61	2010.0
COc1cc(-n2c(=O)n(Cc3ccccc3)c3cnc(NC4CC4)nc32)ccc1	7.27	2009.0
